"Sentence Nr";"Source sentence";"Human translated sentence";"First machine translated sentence";"First machine translated sentence bleu score"
"140";"{d}szul-gi-a-mu i3-dab5 iti u4 2(u) 8(disz) ba-zal";"ulgiayamu accepted  of the month the 28th day passed";"for enakuana for 2 years hire the ox of another man";"4.456883"
"141";"gu2-ab-ba{ki}-sze3 i3-gal2 bala dug sag";"to guabba  are here  bala of the headjugs";"to guabba are here year amarsuen is king";"34.572078"
"142";"u4 1(disz)-sze3 i7 sal4-la{ki}-asz ma2 gid2-da";"for 1 day to the salla canal boat towed";"for 1 days the waterway barge punted for 1 day at the quay of barge punted";"9.782376"
"143";"pisan-dub-ba im sze muhaldim lugal-a2-zi-da-sze3";"basketoftablets  tablets of the barley of the cooks  for lugalazida";"basketoftablets tablets of barley are here";"16.669007"
"144";"1(disz) masz2 ba-usz2 ki ku3-ga-ni-ta kiszib3 lu2-kal-la";"1 billy goat slaughtered  from kugani  under seal of lukalla";"1 sheep slaughtered from urru under seal of lukalla";"33.010083"
"145";"1/2(disz) inim-{d}inanna sza3-gu4 lugal-nesag-e gab2-us2 nig2-du7-pa-e3";"12 workman iniminanna  oxen driver of lugalnesage  herding apprentice of nigdupae";"12 workman luara son of alla son of arad2x from arad2 to the foreman";"6.754313"
"146";"u4 7(disz)-kam iti sig4-{gesz}i3-szub-ba-gar mu us2-sa ma2 {d}en-ki ba-ab-du8";"7th day  month bricksplacedinmoulds  year following the barge of enki was caulked";"7th day month housemonth6 year after the land of enki the boat of enki was caulked";"23.578316"
"147";"szunigin 2(barig) 1(ban2) 4(disz) 1/2(disz) sila3 zi3";"total 2 barig 1 ban2 4 12 sila3 of flour";"total 2 barig 1 ban2 4 12 sila3 flour";"79.563717"
"148";"1(disz) {munus}asz2-gar3 niga {d}en-lil2 mu-kux(DU) szu-da-da";"1 female kid barleyfed  for enlil  delivery of dada";"1 female kid from enlil delivery of enlil";"30.509752"
"149";"nam-1(u) sza-at-bi-zi-il 6(gesz2) i-ti-rum 1(gesz'u) a-di-ti";"1troop of atbizil  36 by anahepat  6 by aditi";"1troop of ahuni total ba@@ bur3 in the pureflowering wood";"8.392230"
"150";"sze ninda ur5-ra lu2 mar-sa kiszib3 ma2-gur8-re";"barley bread interestbearing for the shipyard people under seal of magure";"barley interestbearing to the shipyard reed overseer of mar-sa";"9.600960"
"151";"szu ba-an-ti iti szu-esz5-sza mu {d}i-bi2-{d}suen lugal uri5{ki}-ma-ke4 nibru{ki} uri5{ki}-ma bad3-gal-bi mu-du3";"receive  month uea  year ibbisuen king of ur in nippur urs bigwall did erect";"receive month uea year ibbisuen king king of ur destroyed";"42.829637"
"152";"pisan-dub-ba nig2-ka9 lu2 szuku dab5-ba bala-a-ke4-ne";"basketoftablets  accounts of men accepting rations of the balas";"basketoftablets accounts of land in riverine meadows nam of riverine meadows rest contentedly under me";"10.511847"
"153";"u4 1(u) 1(disz)-kam iti {d}li9-si4 mu si-ma-num2{ki} ba-hul ...";"11th day  month lisi  year simanum was destroyed";"11th day month flight year simanum was destroyed";"50.000000"
"154";"2(barig) 3(ban2) ki lugal-e2-mah-e-ta 1(asz) 4(barig) 1(ban2) gur ki ur-mes-ta";"2 barig 3 ban2 from lugalemae  1 gur 4 barig 1 ban2 from urmes";"2 barig 3 ban2 from lugalemae 1 gur 4 barig 1 ban2 from urmes";"100.000000"
"155";"a2-bi u4 1(u) la2 1(disz) 1(gesz'u) 2(gesz2) 2(u) 2(disz) 1/2(disz) sar al 1(u) 5(disz) sar-ta";"its labor 9 days  742 12 sar of hoeing at 15 sar a day";"its labor 1 less 1 workdays 727 12 sar hoed at 5 sar per day";"8.549162"
"156";"u3 sze nig2-gal2-la giri3 ur-{d}lamma dumu sa12-du5";"and barley on hand  via urlamma son of chief surveyor";"and barley of seed grain seed grain";"9.469167"
"157";"szunigin 2(ban2) 3(disz) sila3 ninda szunigin 7(disz) gin2 i3";"total 2 ban2 3 sila3 bread total 7 shekels oil";"total 2 ban2 3 sila3 bread total 7 shekels oil";"100.000000"
"158";"mu {d}amar-{d}suen lugal la2-ia3 5(asz) sze gur lugal";"year amarsuen is king  the debit 5 royal gur of barley";"year amarsuen is king";"17.377394"
"159";"4(ban2) 7(disz) sila3 dabin 7(disz) sila3 ninda AB u4 3(disz)-kam";"4 ban2 7 sila3 barley flour 7 sila3 abbread on the 3rd day";"4 ban2 7 sila3 barley flour 7 sila3 abbread on the 3rd day";"100.000000"
"160";"1(disz) udu ri-im-i3-li2 ab-ba-kal-la szu ba-ti";"1 sheep of rimili  did abbakala receive";"1 sheep amaregal 1 sheep amaregal sheep";"13.134549"
"161";"1(disz) gu4 5(disz) udu u2 igi-kar2 dam sukkal-mah";"1 ox  5 sheep grainfed  birth gift for the wife of the sukkalma";"1 ox 5 sheep grainfed birth gift for the wife of the sukkalma";"100.000000"
"162";"sze-bi 4(u) 6(asz) gur a-sza3 {d}amar-{d}suen-{d}szara2-ki-ag2";"its barley 46 gur  field amarsuenarakiag";"its barley 46 gur field hillockofacacia";"75.983569"
"163";"ku3-bi 1/2(disz) ma-na 5(disz) 2/3(disz) gin2 1(u) 5(disz) sze";"its silver 12 mana 5 23 shekels 15 grains";"its silver 12 mana 5 shekels 15 grains of silver";"52.538198"
"164";"1(iku) GAN2 1(asz) gur-ta gir2-su{ki}-ta";"1 iku fields  1 gur each  from girsu";"1 bur3 surface area at 1 each 1 bur3 2 ee3 4 iku surface area at 1 less 1 each";"2.707658"
"165";"2(ban2) 8(disz) 2/3(disz) sila3 zi3 ba-ba sze x";"2 ban2 8 23 sila3 of babaflour";"2 ban2 8 23 sila3 of babaflour 5 gur 2 barig 1 ban2 7 sila3 of x peaflour flour";"30.826276"
"166";"5(disz) sila3 kasz 5(disz) sila3 ninda ur-{d}nansze";"5 sila beer 5 sila ninda urnane";"5 sila3 beer 5 sila3 bread for garlic 3 shekels oil";"8.295194"
"167";"amar-ku5 dumu usz-bar-me 8(gesz2) n 2(u) 6(asz) 3(barig) 2(ban2) 9(disz) sila3 gur";"for the castrated children of the weavers 48  26 gur 3 barig 2 ban2 9 sila3";"for the soldiers son of lugalbad for the field umpupu";"5.477195"
"168";"mu-kux(DU) ur-{d}suen dumu-lugal 1(disz) {munus}asz2-gar3 niga mu-kux(DU) {d}utu-GIR2@g-gal";"delivery of ursuen son of the king  1 barleyfed female kid delivery of utugirgal";"delivery of urulpae the merchant 1 grainfed sheep for ninursag";"6.689861"
"169";"1(barig) 1(ban2) gig kiszib3 lugal-ra-ni n 2(asz) 1(barig) gur kiszib3 ur-{d}da-mu";"1 gur 1 ban2 wheat  under seal of lugalrani   2 gur 1 barig under seal of urdamu";"1 barig 1 ban2 wheat under seal of agugu";"27.159429"
"170";"szunigin 1(esze3) GAN2 8(disz) 1/2(disz)-ta szunigin sze-bi 7(gesz2) 2(asz) 4(ban2) gur";"total 1 ee3 surface area at 8 12 each  total its barley 422 gur 4 ban2";"total 1 ee3 surface area at 8 12 each total its barley 45 gur 4 barig 1 ban2";"68.532344"
"171";"e2 {d}dumu-zi 1(gesz2) 2(u) szabra 8(disz) nu-banda3-gu4 2(u)-ta";"household of dumuzi  8 the household manager  8 oxen managers at 2 each";"household of dumuzi 1 household manager 8 the surveyor 2 oxen managers at 2 each";"42.610827"
"172";"dumu da-da-ga ensi2 umma{ki}";"son of dadaga  governor  of umma";"son of dadaga governor of umma";"100.000000"
"173";"sze-bi 1(u) 7(asz) 4(barig) gur a-sza3 ...";"its barley 17 gur 4 barig  field";"its barley 17 gur 4 barig field puauz";"84.089642"
"174";"ki ur-{d}da-mu-ta 1(disz) ur-ga2-gi4-a 1(disz) lugal-he2-gal2";"from urdamu  did 1 urgagia  one lugalegal";"from ursuen 1 calfgazelle to the uzgahouse";"7.809850"
"175";"2(asz) 4(ban2) 3(disz) sila3 1(u) 1(disz) 2/3(disz) gin2 gur";"2 gur 4 ban2 3 sila3 11 23 shekels barley from lugalnesage";"2 gur 4 ban2 3 sila3 11 23 shekels barley";"81.873075"
"176";"i3-gal2 mu si-mu-ru-um{ki} lu-lu-bu{ki} a-ra2 1(u) la2 1(disz)-kam-asz ba-hul";"are here  year simurum lulubu for the 9th time were destroyed";"are here year simurum and lullubu for the 9th time were destroyed";"63.404663"
"177";"lugal an-ub-da limmu2-ba-ke4 a-a-kal-la ensi2";"king of the four corners to ayakala governor";"king of the four regions ayakalla the governor";"36.555522"
"178";"7(disz) masz2-gal niga 4(disz)-kam us2 1(u) {munus}asz2-gar3 niga 4(disz)-kam us2";"7 bucks barleyfed 4th grade  1 female kids barleyfed 4th grade";"7 billy goats grainfed 4th grade total 14 sheep";"8.449918"
"179";"1(ban2) zi3 sig15 lugal 2(disz) sa gi ninda gur4-ra";"1 ban2 groats royal measure  2 bundles reed fatbreads";"1 ban2 groats royal measure 2 bundles reed fatbreads";"100.000000"
"180";"e2 {d}... 1(gesz2) 1(u) szabra";"household of   7 the household manager";"household of 19 the temple household manager 2 less 1 oxen managers at 2 each";"7.859439"
"181";"u3 ur-e2-nun-na nu-banda3-gu4 i3-gal2 mu bad3 mar-tu ba-du3";"and urenuna manager of oxen  are here  year the amorite wall was erected";"and ayakala are here year the western wall was erected";"29.100425"
"182";"1(u) la2 1(disz) sila4 1(disz) masz2";"1 less 1 lambs  1 billy";"9 lambs 23rd day";"9.688465"
"183";"ku3-bi 1/2(disz) ma-na 9(disz) gin2 1(u) 8(disz) sze";"its silver 12 mana 9 shekels 18 grains";"its silver 12 mana 9 shekels of silver";"68.037493"
"184";"5(u) 3(disz) amar ... sze-bi-... iti ezem-{d}szul-gi-ta";"53  calves   its barley  from month festival of ulgi";"53 grainfed oxen 4 grainfed sheep";"4.923026"
"185";"{d}nanna-gal-zu dub-sar dumu {d}en-lil2-dingir-zu";"nannagalzu  scribe  son of enlildingirzu";"for e2-nun-@@ speak to the chief merchant";"3.283637"
"186";"sa gu4 3(disz)-kam si gu4 3(disz)-kam";"tendon of 3 oxen  horn of 3 oxen";"tendon of 3 oxen horn of 3 oxen";"100.000000"
"187";"n 3(iku) 1/2(iku) 1/4(iku) GAN2 su3";"3 34 iku surface fallow";"n 3 12 iku field area 1 gur field area 1 gur";"4.027248"
"188";"2(disz) ma2 1(gesz2) gur 2(ban2)-ta ma2-lah5-bi i3-ib2-u3";"2 barges of 6 gur capacity 2 ban2 per day each their skippers piloting";"2 boats of 1 gur at 2 ban2 rent per day its skippers piloting for 32 days";"8.767412"
"189";"3(disz) gu4 ab2 3(u) 6(disz) udu";"total 3 oxen and cows 36 small cattle";"3 oxen 255 sheep";"11.752702"
"190";"3(disz) nin-ga2-kam sza3 gurum2 lu2-{d}utu ... nin-inim-gi-na";"3 mana wool for ningakam  from the inspection of luutu   nininimgina";"3 mana wool for gemenarua 3 mana wool for nininimgina and 1 for narua being her children";"15.138515"
"191";"8(disz) 1/3(disz) ma-na siki ur-su4-su4 i3-dab5";"8 13 mana wool  ursusu received";"8 13 shekels of silver for nasa the fattener the sealed document of akala the fattener";"4.891188"
"192";"2(u) 2(asz) gu2 4(disz) 5/6(disz) ma-na siki-gi";"22 talents 4 56 mina tan wool";"24 talents 46 56 mana wool the warehouse atiesag from kas";"4.932352"
"193";"7(disz) {gesz}epir2 x x 1(disz) {gi}kid ki-la2-bi 1/3(disz) sar x gu-la";"7    1 mat its size 13 sar";"7 of barley together with the billy goats from lubaba therefrom";"3.747777"
"194";"sa2-du11 a-ra2 1(disz)-kam 3(disz) sila3 i3-nun";"first saduallotment  3 sila3 butter oil";"regular offering for ara of umma 1 sila3 of beer";"4.196115"
"195";"iti 1(u) 1(disz)-kam i3-gal2 iti sig4-{gesz}i3-szub-ba-gar-ra-ta";"a period of 11 months  are here  from month bricks set in the molds";"a period of 11 months are here from month bricks to be returned";"68.166508"
"196";"1(gesz2) 2(barig) sze gur lugal la2-ia3 su-ga";"6 gur 2 barig barley royal measure  deficit repaid";"6 gur 2 barig barley royal measure deficit repaid";"100.000000"
"197";"pisan-dub-ba e2-tum gesz ku3-ta du8-ha mu ha-ar-szi{ki} hu-ur5-ti{ki}";"basketoftablets  chambers   year ari urti";"basketoftablets chambers of debits";"24.880469"
"198";"a-ru-a ur-{d}lamma 3(disz) nin-bur-szu-ma a-ru-a szu-na";"donated by urlamma  3 mana wool for ninburuma  donated by una";"donated by urlamma 3 mana wool for ninegal donated by lunane they are fishermen";"47.855439"
"199";"nigin-ba bar-ra kar gir2-su{ki}-ta gu2-ab-ba{ki}-sze3";"grand totals of barakaralaborers  from girsu  to guabba";"grand totals from girsu to guabba";"43.298201"
"200";"7(disz) udu ki ug3-IL2-ta";"7 sheep  from ugil";"7 sheep from the mountains from within within the land";"15.619700"
"201";"kiszib3 lugal-inim-gi-na 5(u) 8(asz) 2(barig) 4(ban2) gur";"under seal of lugalinimgina  58 gur 2 barig 4 ban2";"under seal of lugalinimgina 5 gur 2 barig 4 ban2";"65.803701"
"202";"gurx(|SZE.KIN|)-a zar3 tab-ba a-sza3 nun-na a-sza3 nam-ha-ni u3 a-sza3 iszib-e-ne";"harvested and sheaves piled up in the prince field in the namhani field and in the incantation priests field";"harvested and sheaves piled up in the field cattleherderofninarali and in the field across from the new field";"41.375826"
"203";"sza3-bi-ta 3(gesz'u) 6(gesz2) a2(DA) u4-du8-a 4(gesz2) 2(asz) 2(barig) 5(ban2) 7(disz) 1/2(disz) sila3 dabin gur";"therefrom  216 labor freed days  242 gur 2 barig 5 ban2 7 12 sila3 barley flour";"therefrom labor of the worktroop 272 workdays";"2.159057"
"204";"1(gesz2) 3(u) 3(disz) geme2 u4 1(disz)-sze3";"93 female laborer workdays";"91 -sze3 3 gur barley n barig 1 ban2 n sila3 labor of female laborers";"2.627962"
"205";"szunigin 8(asz) 3(ban2) 7(disz) 1/3(disz) sila3 9(disz) 1/2(disz) gin2 i3-nun gur";"total 8 gur 3 ban2 7 13 sila3 9 12 shekels butter oil";"total 8 gur 3 ban2 7 13 sila3 9 shekels oil";"68.911081"
"206";"1(disz) kusz szu-dulx(|URxDISZ.DISZ.DISZ|) 2(disz) kun gu4";"1 hide of oxen yoke  2 tails of oxen";"1 hide of ox yoke 2 hides of oxen sinews";"22.957488"
"207";"ki ur-{d}da-mu-ta 2(u) 1(asz) 2(barig) 4(ban2) ki ur-{d}lamma dumu lu2-{d}suen-ta";"from urdamu  21 gur 2 barig 4 ban2 from urlamma son of lusuen";"from ur total 2 gur 2 barig 4 ban2 under seal of urlamma son of namma";"31.535541"
"208";"dumu-ni-me 3(disz) nin-iri-ni-sze3 3(disz) nig2-gi-na";"being her children  3 mana wool for ninirinie  3 mana wool for niggina";"being her children 3 mana wool for 3 mana wool for";"67.808148"
"209";"kiszib3 2(disz) lu2-du10-ga 1(u) 8(disz) gurusz u4 1(disz)-sze3";"2 sealed tablets of luduga  18 workdays male laborers";"2 sealed tablets of luduga 18 workdays male laborers";"100.000000"
"210";"2(u) sze gur kiszib3 {d}szul-gi-a-ti kiszib3 dabx(U8)-ba";"2 gur of barley  under seal of ulgiati  seals taken";"2 gur barley under seal of katarni the boatman";"31.762152"
"211";"a-a-kal-la 3(disz) sila3 kasz 2(disz) sila3 ninda 3(disz) gin2 szum2 3(disz) gin2 i3 2(disz) gin2 naga";"for ayakalla  3 sila3 beer 2 sila3 bread 3 shekels onions 3 shekels oil 2 shekels alkaliplant";"for blulu 3 sila3 beer 2 sila3 bread 3 shekels onions 3 shekels oil 2 shekels alkaliplant";"88.439465"
"212";"pisan-dub-ba kiszib3 lu2 ensi2 ma-da-ke4-ne i3-gal2";"basketoftablets  sealed documents of the men and governors of the land  are here";"basketoftablets sealed documents of the governor are here";"31.826835"
"213";"1(disz) ur-mes dumu ugu2-du6-du6 1(disz) lugal-e";"1 urmes the son of ugududu  1 lugale";"1 urmes the son of ugududu 1 lugale";"100.000000"
"214";"szunigin 1(u) la2 1(disz) sa szum2";"total 9 bundles onions";"total 1 less 1 bundles onions";"17.965206"
"215";"2(disz) masz2 giri3 ur-e11-e ugu2 lu2-{d}suen";"2 billy goats  via uree  debit account of lusuen";"2 adult billy goats via lusuen";"20.821865"
"216";"a-gu-a 3(disz) sila3 kasz 2(disz) sila3 ninda 2(disz) sa szum2";"for agua  3 sila3 beer 2 sila3 bread 2 bundles onions";"for agua 3 sila3 beer 2 sila3 bread 2 bundles onions";"100.000000"
"217";"iti sze-sag11-ku5-ta iti diri sze-sag11-ku5-sze3 iti 2(disz)-kam";"from month harvest  to the extra month harvest  it is 2 months";"from the month harvest to the month extra 24 gur 1 barig 4 ban2";"20.448007"
"218";"a-sza3 nin-e-gu3-ba-de2 ki ur-sa6-ga dumu ur-gu-la";"field ninegubade from ursaga son of urgula";"the field babatursu son of ursaga";"16.341219"
"219";"pisan-dub-ba nig2-ka9-ak sze lu2 nig2-dab5-ke4-ne";"basketoftablets  accounts of grain  of the requisitioners";"basketoftablets accounts barley of the takers";"19.433094"
"220";"1(disz) a-tu ... 1(disz) ur-... ugula szu-...";"1 atu   1 ur  ugula u";"1 atu 1 ur overseer of eneduana";"41.113362"
"221";"4(ban2) 2(disz) sila3 u2-kur 1(ban2) 5(disz) 5/6(disz) sila3 2(disz) gin2 numun za3-hi-li";"4 ban2 2 sila3 u2kur spice  1 ban2 5 56 sila3 2 shekels cress seed";"4 ban2 2 sila3 u2kur spice 1 ban2 5 sila3 cress seed regular provisions inof ur";"56.767217"
"222";"4(asz) 4(barig) kiszib3 ur-nigar{gar} nu-banda3 da-da";"4 gur 4 barig urnigar superintendent dada";"4 gur 4 barig urnigar superintendent dada";"100.000000"
"223";"ugula ...-la kiszib3 ur-{d}szara2 mu ma2 {d}en-ki ba-ab-du8";"foreman la  under seal of urara  year the boat of enki was caulked";"overseer of the official seal of urara year the boat of enki was caulked";"67.677811"
"224";"u4 2(disz)-kam ki ab-ba-sa6-ga-ta szu-ma-ma";"2nd day  from abbasaga  umama";"2nd day from abbasaga did intaea";"50.813275"
"225";"szunigin 3(u) 4(disz) dumu 1(disz) ma-na-ta";"total 34 children 1 mina each";"total 34 children 1 mina each";"100.000000"
"226";"lu2-{d}nam2-an-ka i3-gal2 mu {d}amar-{d}suen lugal";"lunamanka  are here  year amarsuen is king";"are here year amarsuen is king";"84.648172"
"227";"($ blank space $) geme2 u4 1(disz)-sze3 a-sza3 iszib-e-ne";"workdays at the field iibpriests";"workdays in order to offer salutations in stand there daily in supplication to enlil";"2.839839"
"228";"gub-ba-am3 szunigin 1(u) la2 1(disz) geme2 3(disz) ma-na-ta";"it is the staff stationed  total 9 female laborers 3 mana each";"are stationed total 9 female laborers each total 5 female laborers";"33.529572"
"229";"1(disz) sila4 lu2-{d}asar-lu2-hi szabra 2(disz) sila4 ensi2 nibru{ki}";"1 lamb from luasalluhi the household manager  2 lambs from the ensi of nippur";"1 lamb from luasalluhi the household manager 2 lambs from the governor of nippur";"80.910671"
"230";"nig2-dab5 tug2 a-gi4-um szar3 ki {d}utu-GIR2@g-gal giri3 szar-ru-um-i3-li2";"nigdaboffering of the royal agium garment  with utugir2gal via arrumili";"nigdaboffering of the silver@@ smi@@ th@@ house with lugalkuzu";"17.065327"
"231";"iti diri mu si-ma-num2{ki} ba-hul {d}szu-{d}suen";"month extra year simanum was destroyed usuen";"extra month year simanum was destroyed";"47.601165"
"232";"szunigin 5(disz) sila3 kasz saga szunigin 6(disz) gin2 i3";"total 5 sila3 of highquality beer total 6 shekels of oil";"total 5 sila3 fine beer total 6 sila3 beer";"23.899977"
"233";"e2-kiszib3-ba a2-ti-e2-sag{ki} 1(gesz2) 3(u) la2 5(u)";"the warehouse atiesag  9 less 5";"the warehouse atiesag 9 less 5 from uree";"68.037493"
"234";"1(disz) geme2-{d}lamma dumu-ni-me 2(disz) nin-ib2-ta-e3";"and 1 for gemelamma  being her children  2 mana wool for ninibtae";"and 1 for gemeninubur being her children 2 mana wool for gemeeila";"63.404663"
"235";"pisan-dub-ba gurum2-ak kiszib3-ba e2 {d}ig-alim";"basketoftablets  inspections sealed documents  of the house of igalim";"basketoftablets inspections under seal of bazi";"10.896448"
"236";"szunigin 6(disz) gin2 naga szunigin 3(disz) ku6 3(disz) sa szum2";"total 6 shekels alkaliplant  total 3 fish 3 bundles onions";"total 6 shekels of alkali total 3 fish total 3 bunches of onions";"20.780604"
"237";"pisan-dub-ba udu tag-tag e2-tum-e";"basketoftablets  sheep weaving  to the chambers";"basketoftablets sheep sheep with wool";"17.491651"
"238";"mu za-ab-sza-li{ki}-sze3 mu-bi mu 2(disz)-am3 iti-bi iti 2(u) 4(disz)-am3";"to year zabali  the years 2 years   the months 24 months";"for the year zabali to the year until distant times in month year hari and kima were destroyed";"5.401157"
"239";"iti sze-sag11-ku5 mu {d}amar-{d}suen lugal-e ur-bi2-lum{ki} mu-hul";"month harvest  year amarsuen the king urbilum destroyed";"month harvest year amarsuen the king urbilum destroyed";"100.000000"
"240";"ki ga-ba-tal 1(disz) gu4 u2 5(disz) udu u2";"with gabatal  1 ox grassfed 5 sheep grassfed";"with ninursag 1 sheep grassfed 5 sheep grassfed";"38.260294"
"241";"iti ezem-mah mu {d}amar-{d}suen lugal-e ur-bi2-lum{ki} mu-hul";"month grand festival  year king amarsin urbilum destroyed";"month great festival year amarsuen the king destroyed urbilum";"12.549311"
"242";"1(disz) inim-ma-dingir dam-gar3 1(disz) ur-{d}nu-musz-da lu2 ki-ba gub-ba-me";"1 inimadingir the trade agent  1 urnumuda  are men at the place stationed";"1 uerra scribe of urbilgames for 1 shekels of silver";"3.696720"
"243";"szunigin 2(gesz'u) 9(gesz2) 5(u) 6(asz) 3(barig) 3(disz) 2/3(disz) sila3 duh gur";"total 1796 gur 3 barig 3 23 sila3 bran";"total 596 gur 2 barig 3 ban2 2 sila3 barley";"10.552670"
"244";"x szu-ku6 ugula lugal-ku3-ga-ni n il2 ur-sze3";"fisherman overseer lugalkugani  n porters";"for the foreman lugalkugani n gur 1 ox";"11.044796"
"245";"7(gesz2) 2(u) 2(disz) 1/2(disz) sar al 5(disz) sar-ta";"442 12 sar hoed at 5 sar per day";"42 sar thorn bushes at 12 sar a day";"11.990148"
"246";"1/3(disz) ma-na 1(disz) gin2 ku3-babbar a-ra2 1(disz)-kam";"13 mana 1 shekel silver  the first time";"13 mana 1 shekel silver the first time 23 mana 8 12 shekels silver";"51.424016"
"247";"ARAD2-mu maszkim u4 2(u) 9(disz)-kam ki du11-ga-ta ba-zi";"aradmu responsible official  the 29th day booked out from dugas account";"aradmu was the administrator 18th day from abbasagas account lifted";"5.677543"
"248";"lu2-du10-ga 5(disz) kasz 5(disz) sila3 ninda 5(disz) gin2 szum2 3(disz) gin2 i3 2(disz) gin2 naga";"for luduga  5 sila3 beer 5 sila3 bread 5 shekels onions 3 shekels oil 2 shekels alkaliplant";"for luduga 5 sila3 beer 5 sila3 bread 5 shekels onions 3 shekels oil 2 shekels alkaliplant";"100.000000"
"249";"ga2-nun mar-sa du3-a ugula a-da-lal3 mu hu-uh2-nu-ri{ki} ba-hul";"storage facility of marsa erected  foreman adalal  year unuri was destroyed";"storage facility of marsa erected under seal of lukalla year usuen is king";"30.266437"
"250";"lugal an-ub-da limmu2-ba i3-li2-mi-di3 sal-hu-ba";"king of the four corners ilmidi s";"king of the four corners to babati chief accountant";"44.632361"
"251";"giri3 lugal-inim-gi-na ur-{d}isztaran unu3 1(disz) kusz szu-dulx(|URxA|) gu4";"via lugalinimgina  uritaran cowherd  1 hide of ox yoke";"via lugalinimgina and hides of oxen ala of ara";"10.552670"
"252";"nig2-ka9-ak ka-la2-a ulu3-di dumu ha-ba-an-zi-zi mu us2-sa e2 puzur4-isz-{d}da-gan ba-du3";"account of kalaa  uludi son of abanzizi  year after the house puzrisdagan was erected";"account of ursilaluh the trade agent year after the household of ie died";"14.012771"
"253";"giri3-se3-ga e2-usz-bar-me 2(disz) lu2 azlag2 ...";"they are personnel of the house of the weavers  2 fullers";"they are porters of the house of the weavers at laga 1 man of weavers";"36.414106"
"254";"nigin-ba 2(u) 6(disz) masz-da3 nigin-ba 5(disz) az";"grand total 26 gazelles  grand total 5 bears";"grand total 26 small cattle herdsmen total 5 sheep";"22.316181"
"255";"pisan-dub-ba sze gesz-e3-a GAN2-gu4 apin-la2 u3 nig2-ka9-ak";"basketoftablets  barley threshed of the oxenfields plough maintenance and accounts";"basketoftablets threshed barley and accounts of the labortroops labor of the labortroops";"11.016798"
"256";"sze-bi 1(gesz2) 3(u) 7(asz) 2(barig) gur";"its barley 97 gur 2 barig";"its barley 17 gur 2 barig";"37.991784"
"257";"si-i3-tum nig2-ka9-ak-a hu-bi2-dam dam-gar3 in-da-gal2";"remainder of the account  against ubidam the trade agent  exists";"remaining deficit of year usuen is king";"4.278179"
"258";"szunigin 1(disz) {ansze}kunga2-nita2 gesz mu-kux(DU) {d}szara2";"total 1 male mule for the yoke  delivery for ara";"total 1 male mule for the yoke delivery for ara";"100.000000"
"259";"kiszib3 ur-{d}nun-gal 4(gesz2) 3(u) 5(asz) 9(disz) sila3 gur";"under seal of urnungal  275 gur 9 sila3";"under seal of urnungal 275 gur 9 sila3 under seal of lugalkuzu the messenger";"51.424016"
"260";"1(disz) tug2 bar-dul5 saga 3(disz) tug2 bar-dul5 gu2-tar";"1 garment outercover good quality  3 units of outercover";"1 garment guzza good quality 1 garment doublethreaded good quality";"11.868405"
"261";"($ blank space $) 4(disz) u4 2(u)-kam";"subtotal 4  2th day";"subtotal 4 8th day";"35.355339"
"262";"szunigin 1(u) 6(asz) 4(barig) x x x x gur";"total 16  gur 4 barig";"total 16 gur 4 barig 4 ban2 barley";"51.697315"
"263";"ARAD2 ka-guru7 mu us2-sa e2 puzur4-da-gan ba-du3";"of arad the silo manager  year following the house of puzridagan was built";"arad the chief house of enlil and ninlil the year following the house of puzridagan was erected";"39.567167"
"264";"kun-zi-da dub-la2-{d}utu gub-ba 2(u) gurusz u4 1(disz)-sze3";"at the reservoir of dublautu stationed  2 male laborer workdays";"at the reservoir of the lamma temple in service sealed tablet of lugalinimgina";"19.338531"
"265";"1(disz) udu niga {d}nun-x x ki USZ sagi-ta";"1 sheep grainfed for nun from usz the cupbearer";"1 sheep grainfed for enlil and ninlil 1 sheep grainfed 4th grade for nanna";"17.778351"
"266";"5(gesz2) gurusz u4 1(disz)-sze3 zar3 tab-ba ki-su7 gub-ba";"3 male laborer workdays  sheaves piled up at the threshing floor stationed";"3 workdays male laborers stationed in the pottery factory";"5.108427"
"267";"u4 7(disz)-kam ki ur-mes-ta iti pa4-u2-e";"on the 7th day from urmes month paue";"on the 7th day from urmes month paue";"100.000000"
"268";"ki ur-{d}nin-tu-ta kiszib3 lu2-{d}nin-szubur mu sza-asz-szu2-ru-um{ki} a-ra2 2(disz)-kam ba-hul";"from urnintu  sealed tablet of luninubur  year arum was destroyed for the second time";"from the place of the tablet of ba-ab-tuku year youthful was not calendar";"7.528851"
"269";"igi-3(disz)-gal2-ta iti munu4-gu7-ta iti ezem-{d}szul-gi-sze3 7(disz) gin2";"at 13 shekel each  from month malt feast  to month festival of ulgi 7 shekels";"7 kings barley rations from month festival of ulgi to month lisi";"22.309753"
"270";"ku3-bi 1(disz) ma-na ki ur-{d}szul-pa-e3-ta 3(u) sze gur";"its silver 1 mana  from urulpae  3 gur barley";"its silver 1 mana barley for ur";"32.668286"
"271";"1(barig) 3(ban2) szu-esz18-dar 1(barig) 3(ban2) lu2-giri17-zal";"1 barig 3 ban2 uedar  1 barig 3 ban2 lugirizal";"1 barig 3 ban2 for itar 1 barig 3 ban2";"52.538198"
"272";"3(disz) x {d}x-x 4(disz) udu {d}nin-hur-sag";"3  for   4 sheep for ninursag";"3 sheep for the main courtyard 3 sheep for the main courtyard of baba";"6.754313"
