"Sentence Nr";"Source sentence";"Human translated sentence";"First machine translated sentence";"First machine translated sentence bleu score"
"136";"giri3 ur-e2-babbar2 u3 lugal-siskur2-re 2(u) 9(asz) 3(barig) 4(ban2) gur";"via UrEbabbar and Lugalsiskure 29 gur 3 barig 4 ban2";"via UrEbabbar and Lugalsiskure total gur 3 barig 4 ban2";"65.803701"
"137";"pisan-dub-ba nig2-ka9-ak lu2 nig2-dab5 gu4 udu-ke4-ne";"Basketoftablets  accounts  men takers of oxen and sheep";"Basketoftablets accounts of the nigdab men of the borderlands";"11.339582"
"138";"1(gesz2) gurusz al 5(disz) sar-ta {d}szara2-mu-tum2 engar";"6 workers each hoeing 5 sar  aramutum the plot manager";"6 sar at 5 sar a day";"9.469167"
"139";"lugal an-ub-da limmu2-ba nu-ur2-esz18-dar dub-sar";"king of the four corners  scribe  scribe";"king of the four corners scribe scribe";"100.000000"
"140";"{d}szul-gi-a-mu i3-dab5 iti u4 2(u) 8(disz) ba-zal";"ulgiayamu accepted  of the month the 28th day passed";"depen@@ dent worker for the enemy land was destroyed there my no king know of the land was established there";"4.237713"
"141";"gu2-ab-ba{ki}-sze3 i3-gal2 bala dug sag";"to Guabba  are here  bala of the headjugs";"to Guabba are here year following The enpriest of Eridu was hired";"22.416934"
"142";"u4 1(disz)-sze3 i7 sal4-la{ki}-asz ma2 gid2-da";"for 1 day to the Salla canal boat towed";"1 diworker Ursaga in place of the river Utu";"5.669791"
"143";"pisan-dub-ba im sze muhaldim lugal-a2-zi-da-sze3";"Basketoftablets  tablets of the barley of the cooks  for Lugalazida";"Basketoftablets tablets of the god wet tablets are here";"26.708680"
"144";"1(disz) masz2 ba-usz2 ki ku3-ga-ni-ta kiszib3 lu2-kal-la";"1 billy goat slaughtered  from Kugani  under seal of Lukalla";"1 billy goat fullgrown grainfed 3rd grade sealed tablet of Lukalla";"17.542198"
"145";"1/2(disz) inim-{d}inanna sza3-gu4 lugal-nesag-e gab2-us2 nig2-du7-pa-e3";"12 workman InimInanna  oxen driver of Lugalnesage  herding apprentice of Nigdupae";"12 workman akuge canal of araga 5 workman akuge son of araga";"8.054496"
"146";"u4 7(disz)-kam iti sig4-{gesz}i3-szub-ba-gar mu us2-sa ma2 {d}en-ki ba-ab-du8";"7th day  month Bricksplacedinmoulds  year following The barge of Enki was caulked";"7th day month Housemonth6 year The boat of Enki was caulked";"32.992926"
"147";"szunigin 2(barig) 1(ban2) 4(disz) 1/2(disz) sila3 zi3";"total 2 barig 1 ban2 4 12 sila3 of flour";"total 2 barig 1 ban2 4 12 sila3 of flour";"100.000000"
"148";"1(disz) {munus}asz2-gar3 niga {d}en-lil2 mu-kux(DU) szu-da-da";"1 female kid barleyfed  for Enlil  delivery of Dada";"1 female kid grainfed fine second quality delivery of the 6th day";"15.851166"
"149";"nam-1(u) sza-at-bi-zi-il 6(gesz2) i-ti-rum 1(gesz'u) a-di-ti";"1troop of atbizil  36 by Anahepat  6 by Aditi";"1troop of Dadaga Re@@ ed at the side of a leopard Re@@ ed";"6.178111"
"150";"sze ninda ur5-ra lu2 mar-sa kiszib3 ma2-gur8-re";"barley bread interestbearing for the shipyard people under seal of Magure";"barley interestbearing for the plowmen head of the builders";"16.146826"
"151";"szu ba-an-ti iti szu-esz5-sza mu {d}i-bi2-{d}suen lugal uri5{ki}-ma-ke4 nibru{ki} uri5{ki}-ma bad3-gal-bi mu-du3";"receive  month uea  year IbbiSuen king of Ur in Nippur Urs BigWall did erect";"receive month uea year IbbiSuen king of Ur the king of Ur greatstele for Enlil and Ninlil erected";"38.890556"
"152";"pisan-dub-ba nig2-ka9 lu2 szuku dab5-ba bala-a-ke4-ne";"Basketoftablets  Accounts of men accepting rations of the balas";"Basketoftablets accounts of grain";"5.442414"
"153";"u4 1(u) 1(disz)-kam iti {d}li9-si4 mu si-ma-num2{ki} ba-hul ...";"11th day  month Lisi  year Simanum was destroyed";"16th day month Lisi year Simanum was destroyed";"84.089642"
"154";"2(barig) 3(ban2) ki lugal-e2-mah-e-ta 1(asz) 4(barig) 1(ban2) gur ki ur-mes-ta";"2 barig 3 ban2 from Lugalemae  1 gur 4 barig 1 ban2 from Urmes";"2 barig 3 ban2 from Lugalemae 1 gur 4 barig 1 ban2 from Urmes 2 barig 8 13 sila3 from Kugani";"63.950284"
"155";"a2-bi u4 1(u) la2 1(disz) 1(gesz'u) 2(gesz2) 2(u) 2(disz) 1/2(disz) sar al 1(u) 5(disz) sar-ta";"its labor 9 days  742 12 sar of hoeing at 15 sar a day";"its labor 1 less 1 workdays 727 12 sar hoed at 5 sar per day";"8.549162"
"156";"u3 sze nig2-gal2-la giri3 ur-{d}lamma dumu sa12-du5";"and barley on hand  via UrLamma son of chief surveyor";"and barley rations of the property of UrLamma son of Urnig";"17.542198"
"157";"szunigin 2(ban2) 3(disz) sila3 ninda szunigin 7(disz) gin2 i3";"total 2 ban2 3 sila3 bread total 7 shekels oil";"total 2 ban2 3 sila3 bread total 7 shekels oil";"100.000000"
"158";"mu {d}amar-{d}suen lugal la2-ia3 5(asz) sze gur lugal";"year AmarSuen is king  The debit 5 royal gur of barley";"year AmarSuen is king 5 gur barley";"26.703871"
"159";"4(ban2) 7(disz) sila3 dabin 7(disz) sila3 ninda AB u4 3(disz)-kam";"4 ban2 7 sila3 barley flour 7 sila3 ABbread on the 3rd day";"4 ban2 7 sila3 barley flour 7 sila3 ABbread on the 5th day";"84.236267"
"160";"1(disz) udu ri-im-i3-li2 ab-ba-kal-la szu ba-ti";"1 sheep of Rimili  did Abbakala receive";"1 sheep for the deity Nin";"13.741273"
"161";"1(disz) gu4 5(disz) udu u2 igi-kar2 dam sukkal-mah";"1 ox  5 sheep grainfed  birth gift for the wife of the sukkalma";"1 ox 5 sheep grainfed birth gift for the wife of the sukkalma";"100.000000"
"162";"sze-bi 4(u) 6(asz) gur a-sza3 {d}amar-{d}suen-{d}szara2-ki-ag2";"its barley 46 gur  field AmarSuenarakiag";"its barley 46 gur field Hillockofacacia";"75.983569"
"163";"ku3-bi 1/2(disz) ma-na 5(disz) 2/3(disz) gin2 1(u) 5(disz) sze";"its silver 12 mana 5 23 shekels 15 grains";"their silver 12 mana 5 shekels 15 grains";"44.124845"
"164";"1(iku) GAN2 1(asz) gur-ta gir2-su{ki}-ta";"1 iku fields  1 gur each  from Girsu";"1 iku surface area 1 each its barley 1 gur";"12.549311"
"165";"2(ban2) 8(disz) 2/3(disz) sila3 zi3 ba-ba sze x";"2 ban2 8 23 sila3 of babaflour";"2 ban2 8 23 sila3 of baba@@ flour 5 sila3 of baba@@ flour";"38.058030"
"166";"5(disz) sila3 kasz 5(disz) sila3 ninda ur-{d}nansze";"5 sila beer 5 sila ninda UrNane";"5 sila3 beer 5 sila3 bread 2 bundles onions";"10.552670"
"167";"amar-ku5 dumu usz-bar-me 8(gesz2) n 2(u) 6(asz) 3(barig) 2(ban2) 9(disz) sila3 gur";"for the castrated children of the weavers 48  26 gur 3 barig 2 ban2 9 sila3";"for the barley 6 gur 3 barig 2 ban2 9 sila3 barley";"40.890620"
"168";"mu-kux(DU) ur-{d}suen dumu-lugal 1(disz) {munus}asz2-gar3 niga mu-kux(DU) {d}utu-GIR2@g-gal";"delivery of UrSuen son of the king  1 barleyfed female kid delivery of UtuGIRgal";"delivery of UrSuen the cook 1 bundle onions for Lualim from the frontier";"12.097786"
"169";"1(barig) 1(ban2) gig kiszib3 lugal-ra-ni n 2(asz) 1(barig) gur kiszib3 ur-{d}da-mu";"1 gur 1 ban2 wheat  under seal of Lugalrani   2 gur 1 barig under seal of UrDamu";"1 barig 1 ban2 wheat under seal of UrNinmar 2 gur 1 barig under seal of UrMama";"64.197522"
"170";"szunigin 1(esze3) GAN2 8(disz) 1/2(disz)-ta szunigin sze-bi 7(gesz2) 2(asz) 4(ban2) gur";"total 1 ee3 surface area at 8 12 each  total its barley 422 gur 4 ban2";"total 1 ee3 surface area at 8 12 each total its barley 3 gur";"74.163674"
"171";"e2 {d}dumu-zi 1(gesz2) 2(u) szabra 8(disz) nu-banda3-gu4 2(u)-ta";"household of Dumuzi  8 the household manager  8 oxen managers at 2 each";"household of Dumuzi 6 the household manager 2 oxen managers at 2 each";"47.587331"
"172";"dumu da-da-ga ensi2 umma{ki}";"son of Dadaga  governor  of Umma";"son of Dadaga governor of Umma";"100.000000"
"173";"sze-bi 1(u) 7(asz) 4(barig) gur a-sza3 ...";"its barley 17 gur 4 barig  field";"its barley 17 gur 4 barig field Puauz";"84.089642"
"174";"ki ur-{d}da-mu-ta 1(disz) ur-ga2-gi4-a 1(disz) lugal-he2-gal2";"from UrDamu  did 1 Urgagia  one Lugalegal";"from UrUtu 1 mina of cattle manager 1 Aga 1 child 1 Aga";"3.673527"
"175";"2(asz) 4(ban2) 3(disz) sila3 1(u) 1(disz) 2/3(disz) gin2 gur";"2 gur 4 ban2 3 sila3 11 23 shekels barley from Lugalnesage";"2 gur 4 ban2 3 sila3 11 23 shekels barley";"81.873075"
"176";"i3-gal2 mu si-mu-ru-um{ki} lu-lu-bu{ki} a-ra2 1(u) la2 1(disz)-kam-asz ba-hul";"are here  year Simurum Lulubu for the 9th time were destroyed";"are here year Simurum Lulubu for the 9th time were destroyed";"100.000000"
"177";"lugal an-ub-da limmu2-ba-ke4 a-a-kal-la ensi2";"king of the four corners to Ayakala governor";"king of the four regions Ayakalla the governor";"36.555522"
"178";"7(disz) masz2-gal niga 4(disz)-kam us2 1(u) {munus}asz2-gar3 niga 4(disz)-kam us2";"7 bucks barleyfed 4th grade  1 female kids barleyfed 4th grade";"7 fullgrown billy goats grainfed 4th day 1 grainfed sheep 1 female kid";"7.347053"
"179";"1(ban2) zi3 sig15 lugal 2(disz) sa gi ninda gur4-ra";"1 ban2 groats royal measure  2 bundles reed fatbreads";"1 ban2 groats royal measure 2 bundles reed fatbreads 2 bundles poplar";"71.029922"
"180";"e2 {d}... 1(gesz2) 1(u) szabra";"household of   7 the household manager";"household of Ningirsu household of Ningirsu household of the household of Ningirsu";"9.578464"
"181";"u3 ur-e2-nun-na nu-banda3-gu4 i3-gal2 mu bad3 mar-tu ba-du3";"and UrEnuna manager of oxen  are here  year The Amorite wall was erected";"and afterwards it take away the fate of Ninurta the son of Enlil";"3.673527"
"182";"1(u) la2 1(disz) sila4 1(disz) masz2";"1 less 1 lambs  1 billy";"9 lambs 1 suckling female lamb";"16.233396"
"183";"ku3-bi 1/2(disz) ma-na 9(disz) gin2 1(u) 8(disz) sze";"its silver 12 mana 9 shekels 18 grains";"its silver 12 mana 9 shekels";"71.653131"
"184";"5(u) 3(disz) amar ... sze-bi-... iti ezem-{d}szul-gi-ta";"53  calves   its barley  from month Festival of ulgi";"33 cow black sheep from month Festival of ulgi";"44.632361"
"185";"{d}nanna-gal-zu dub-sar dumu {d}en-lil2-dingir-zu";"Nannagalzu  scribe  son of Enlildingirzu";"Iluibbu archivist and gudabzm priest of Nanna son of Sniqam";"8.392230"
"186";"sa gu4 3(disz)-kam si gu4 3(disz)-kam";"tendon of 3 oxen  horn of 3 oxen";"tendon of 3 oxen horn of 3 oxen";"100.000000"
"187";"n 3(iku) 1/2(iku) 1/4(iku) GAN2 su3";"3 34 iku surface fallow";"n 3 12 iku surface area at 11 each";"10.552670"
"188";"2(disz) ma2 1(gesz2) gur 2(ban2)-ta ma2-lah5-bi i3-ib2-u3";"2 barges of 6 gur capacity 2 ban2 per day each their skippers piloting";"2 barges of 6 gur capacity 2 ban2 per day each their skippers piloting for 32 days its barley 4 gur 1 barig 2 ban2";"53.037847"
"189";"3(disz) gu4 ab2 3(u) 6(disz) udu";"total 3 oxen and cows 36 small cattle";"3 oxen 255 sheep";"11.752702"
"190";"3(disz) nin-ga2-kam sza3 gurum2 lu2-{d}utu ... nin-inim-gi-na";"3 mana wool for Ningakam  from the inspection of LuUtu   nininimgina";"3 mana wool for Egalesi from inspection of LuUtu";"35.738801"
"191";"8(disz) 1/3(disz) ma-na siki ur-su4-su4 i3-dab5";"8 13 mana wool  Ursusu received";"8 13 mana of gypsum";"32.555630"
"192";"2(u) 2(asz) gu2 4(disz) 5/6(disz) ma-na siki-gi";"22 talents 4 56 mina tan wool";"22 talents of ordinary wool for one shekel of silver";"9.287529"
"193";"7(disz) {gesz}epir2 x x 1(disz) {gi}kid ki-la2-bi 1/3(disz) sar x gu-la";"7    1 mat its size 13 sar";"7 reed carriers in Nippur 51 gur laborer workdays";"4.767707"
"194";"sa2-du11 a-ra2 1(disz)-kam 3(disz) sila3 i3-nun";"first saduallotment  3 sila3 butter oil";"first sadu@@ allotment 1 barig yellowed milk";"6.567275"
"195";"iti 1(u) 1(disz)-kam i3-gal2 iti sig4-{gesz}i3-szub-ba-gar-ra-ta";"a period of 11 months  are here  from month Bricks set in the molds";"a period of 16 months from month Harvest";"12.779458"
"196";"1(gesz2) 2(barig) sze gur lugal la2-ia3 su-ga";"6 gur 2 barig barley royal measure  deficit repaid";"6 gur 2 barig barley royal measure deficit repaid";"100.000000"
"197";"pisan-dub-ba e2-tum gesz ku3-ta du8-ha mu ha-ar-szi{ki} hu-ur5-ti{ki}";"Basketoftablets  chambers   year ari urti";"Basketoftablets chambers of cows of the stall";"13.134549"
"198";"a-ru-a ur-{d}lamma 3(disz) nin-bur-szu-ma a-ru-a szu-na";"donated by UrLamma  3 mana wool for Ninburuma  donated by una";"donated by UrLamma 3 mana wool for Gemegigir and 1 for Ninmusisa";"51.566269"
"199";"nigin-ba bar-ra kar gir2-su{ki}-ta gu2-ab-ba{ki}-sze3";"grand totals of barakaralaborers  from Girsu  to Guabba";"grand totals from Girsu to Guabba";"43.298201"
"200";"7(disz) udu ki ug3-IL2-ta";"7 sheep  from UgIL";"total 7 sheep from the standing bi di@@ ve@@";"17.747405"
"201";"kiszib3 lugal-inim-gi-na 5(u) 8(asz) 2(barig) 4(ban2) gur";"under seal of Lugalinimgina  58 gur 2 barig 4 ban2";"under seal of Lugalinimgina 5 gur 2 barig 4 ban2";"65.803701"
"202";"gurx(|SZE.KIN|)-a zar3 tab-ba a-sza3 nun-na a-sza3 nam-ha-ni u3 a-sza3 iszib-e-ne";"harvested and sheaves piled up in the Prince field in the Namhani field and in the Incantation priests field";"harvested and sheaves piled up in the field CattleherderofNinArali and in the field across from the new field";"41.375826"
"203";"sza3-bi-ta 3(gesz'u) 6(gesz2) a2(DA) u4-du8-a 4(gesz2) 2(asz) 2(barig) 5(ban2) 7(disz) 1/2(disz) sila3 dabin gur";"therefrom  216 labor freed days  242 gur 2 barig 5 ban2 7 12 sila3 barley flour";"therefrom 216 labor freed days 1 minus 1 12 days";"22.563491"
"204";"1(gesz2) 3(u) 3(disz) geme2 u4 1(disz)-sze3";"93 female laborer workdays";"97 workmen the supervisor Urgigir";"5.341088"
"205";"szunigin 8(asz) 3(ban2) 7(disz) 1/3(disz) sila3 9(disz) 1/2(disz) gin2 i3-nun gur";"total 8 gur 3 ban2 7 13 sila3 9 12 shekels butter oil";"total 8 gur 3 ban2 7 13 sila3 butter oil";"61.539906"
"206";"1(disz) kusz szu-dulx(|URxDISZ.DISZ.DISZ|) 2(disz) kun gu4";"1 hide of oxen yoke  2 tails of oxen";"1 hide of ox damaged tanned 2 hides of twoyear oxen damaged tanned";"13.674407"
"207";"ki ur-{d}da-mu-ta 2(u) 1(asz) 2(barig) 4(ban2) ki ur-{d}lamma dumu lu2-{d}suen-ta";"from UrDamu  21 gur 2 barig 4 ban2 from UrLamma son of LuSuen";"from Ur@@ kuga 2 gur 1 barig 4 ban2 from UrLamma son of Namma";"47.275266"
"208";"dumu-ni-me 3(disz) nin-iri-ni-sze3 3(disz) nig2-gi-na";"being her children  3 mana wool for Ninirinie  3 mana wool for Niggina";"being her children 3 mana wool for Nin@@ banda";"46.548384"
"209";"kiszib3 2(disz) lu2-du10-ga 1(u) 8(disz) gurusz u4 1(disz)-sze3";"2 sealed tablets of Luduga  18 workdays male laborers";"2 sealed tablets of Luduga 18 workdays male laborers transport of the bala load to the reservoir of the Lamma temple";"38.091370"
"210";"2(u) sze gur kiszib3 {d}szul-gi-a-ti kiszib3 dabx(U8)-ba";"2 gur of barley  under seal of ulgiati  seals taken";"2 gur barley under seal of seal of Erra";"33.010083"
"211";"a-a-kal-la 3(disz) sila3 kasz 2(disz) sila3 ninda 3(disz) gin2 szum2 3(disz) gin2 i3 2(disz) gin2 naga";"for Ayakalla  3 sila3 beer 2 sila3 bread 3 shekels onions 3 shekels oil 2 shekels alkaliplant";"for Ayakala 3 sila3 beer 2 sila3 bread 3 shekels onions 3 shekels oil 2 shekels alkaliplant";"88.439465"
"212";"pisan-dub-ba kiszib3 lu2 ensi2 ma-da-ke4-ne i3-gal2";"Basketoftablets  sealed documents of the men and governors of the land  are here";"Basketoftablets sealed documents of the of Lugalmumag foreman";"28.962047"
"213";"1(disz) ur-mes dumu ugu2-du6-du6 1(disz) lugal-e";"1 Urmes the son of Ugududu  1 Lugale";"1 Urmes the son of Ugududu 1 Luga@@ le";"72.597953"
"214";"szunigin 1(u) la2 1(disz) sa szum2";"total 9 bundles onions";"total 1 minus 1 lambs gift of the king";"4.767707"
"215";"2(disz) masz2 giri3 ur-e11-e ugu2 lu2-{d}suen";"2 billy goats  via Uree  debit account of LuSuen";"2 bucks via UrNungal set in place of the worktroops via Nanna and field of Ur";"3.218583"
"216";"a-gu-a 3(disz) sila3 kasz 2(disz) sila3 ninda 2(disz) sa szum2";"for Agua  3 sila3 beer 2 sila3 bread 2 bundles onions";"for Agua 3 sila3 beer 2 sila3 bread 2 bundles onions";"100.000000"
"217";"iti sze-sag11-ku5-ta iti diri sze-sag11-ku5-sze3 iti 2(disz)-kam";"from month Harvest  to the extra month Harvest  it is 2 months";"from month Harvest to month FestivalofMekigal a period of 12 months";"23.708988"
"218";"a-sza3 nin-e-gu3-ba-de2 ki ur-sa6-ga dumu ur-gu-la";"field Ninegubade from UrSaga son of UrGula";"field of Amrima field Giapinkua son of Urgula";"12.223076"
"219";"pisan-dub-ba nig2-ka9-ak sze lu2 nig2-dab5-ke4-ne";"Basketoftablets  accounts of grain  of the requisitioners";"Basketoftablets accounts barley of the takers";"19.433094"
"220";"1(disz) a-tu ... 1(disz) ur-... ugula szu-...";"1 Atu   1 Ur  ugula u";"1 Atu 1 Atu 1";"32.555630"
"221";"4(ban2) 2(disz) sila3 u2-kur 1(ban2) 5(disz) 5/6(disz) sila3 2(disz) gin2 numun za3-hi-li";"4 ban2 2 sila3 u2kur spice  1 ban2 5 56 sila3 2 shekels cress seed";"4 ban2 2 sila3 u2kur spice 1 ban2 5 sila3 2 shekels cress seed";"80.522538"
"222";"4(asz) 4(barig) kiszib3 ur-nigar{gar} nu-banda3 da-da";"4 gur 4 barig Urnigar superintendent Dada";"4 gur 4 barig Urnigar superintendent Dada";"100.000000"
"223";"ugula ...-la kiszib3 ur-{d}szara2 mu ma2 {d}en-ki ba-ab-du8";"foreman la  under seal of Urara  year The boat of Enki was caulked";"foreman Urara under seal of Adumu year The boat of Enki was caulked";"60.532875"
"224";"u4 2(disz)-kam ki ab-ba-sa6-ga-ta szu-ma-ma";"2nd day  from Abbasaga  uMama";"2nd day from Abbasaga did ulgiayamu accept";"41.113362"
"225";"szunigin 3(u) 4(disz) dumu 1(disz) ma-na-ta";"total 34 children 1 mina each";"total 34 children 1 mina each";"100.000000"
"226";"lu2-{d}nam2-an-ka i3-gal2 mu {d}amar-{d}suen lugal";"Lunamanka  are here  year AmarSuen is king";"LuSuen scribe son of Ur";"3.580238"
"227";"($ blank space $) geme2 u4 1(disz)-sze3 a-sza3 iszib-e-ne";"workdays at the field iibpriests";"workdays at the new field";"42.728701"
"228";"gub-ba-am3 szunigin 1(u) la2 1(disz) geme2 3(disz) ma-na-ta";"it is the staff stationed  total 9 female laborers 3 mana each";"are stationed total 1 bur3 GANoxenboots with LugalEma";"6.699007"
"229";"1(disz) sila4 lu2-{d}asar-lu2-hi szabra 2(disz) sila4 ensi2 nibru{ki}";"1 lamb from LuAsalluhi the household manager  2 lambs from the ensi of Nippur";"1 lamb from Luara Luara overseer";"7.964259"
"230";"nig2-dab5 tug2 a-gi4-um szar3 ki {d}utu-GIR2@g-gal giri3 szar-ru-um-i3-li2";"nigdaboffering of the royal agium garment  with UtuGIR2gal via arrumIli";"nigdaboffering of the royal boots with uedar";"28.319416"
"231";"iti diri mu si-ma-num2{ki} ba-hul {d}szu-{d}suen";"month extra year Simanum was destroyed uSuen";"month paue year Simanum was destroyed";"45.480190"
"232";"szunigin 5(disz) sila3 kasz saga szunigin 6(disz) gin2 i3";"total 5 sila3 of highquality beer total 6 shekels of oil";"total 5 sila3 fine beer total 6 sila3 beer";"23.899977"
"233";"e2-kiszib3-ba a2-ti-e2-sag{ki} 1(gesz2) 3(u) la2 5(u)";"the warehouse AtiEsag  9 less 5";"the warehouse AtiEsag 9 less 5 from Uree";"68.037493"
"234";"1(disz) geme2-{d}lamma dumu-ni-me 2(disz) nin-ib2-ta-e3";"and 1 for GemeLamma  being her children  2 mana wool for Ninibtae";"and 1 for GemeAmarSuen being her children 2 mana wool for Gememunukuga";"63.404663"
"235";"pisan-dub-ba gurum2-ak kiszib3-ba e2 {d}ig-alim";"Basketoftablets  inspections sealed documents  of the house of Igalim";"Basketoftablets inspections of house of the chairholder";"17.095888"
"236";"szunigin 6(disz) gin2 naga szunigin 3(disz) ku6 3(disz) sa szum2";"total 6 shekels alkaliplant  total 3 fish 3 bundles onions";"total 6 shekels alkali total 3 fish total 3 fish 3 bundles of garlic";"35.556702"
"237";"pisan-dub-ba udu tag-tag e2-tum-e";"Basketoftablets  sheep weaving  to the chambers";"Basketoftablets sheep of allocation";"19.376929"
"238";"mu za-ab-sza-li{ki}-sze3 mu-bi mu 2(disz)-am3 iti-bi iti 2(u) 4(disz)-am3";"to year Zabali  the years 2 years   the months 24 months";"year Zabali and the years of the Bagara Enlil and the restoring of its days";"7.859439"
"239";"iti sze-sag11-ku5 mu {d}amar-{d}suen lugal-e ur-bi2-lum{ki} mu-hul";"month Harvest  year AmarSuen the king Urbilum destroyed";"month Harvest year AmarSuen the king Urbilum destroyed";"100.000000"
"240";"ki ga-ba-tal 1(disz) gu4 u2 5(disz) udu u2";"with Gabatal  1 ox grassfed 5 sheep grassfed";"from the HAR-re oxen sheep for the standing water";"4.767707"
"241";"iti ezem-mah mu {d}amar-{d}suen lugal-e ur-bi2-lum{ki} mu-hul";"month Grand Festival  year King AmarSin Urbilum destroyed";"month Barleystoredintheharbor year AmarSuen the king destroyed Urbilum";"7.809850"
"242";"1(disz) inim-ma-dingir dam-gar3 1(disz) ur-{d}nu-musz-da lu2 ki-ba gub-ba-me";"1 Inimadingir the trade agent  1 UrNumuda  are men at the place stationed";"1 to Ninhursagaa Place of Ninhursag";"2.527566"
"243";"szunigin 2(gesz'u) 9(gesz2) 5(u) 6(asz) 3(barig) 3(disz) 2/3(disz) sila3 duh gur";"total 1796 gur 3 barig 3 23 sila3 bran";"total 1179 56 male laborer workdays";"4.923026"
"244";"x szu-ku6 ugula lugal-ku3-ga-ni n il2 ur-sze3";"fisherman overseer Lugalkugani  n porters";"for the boat of An in booked out for the boat";"1.873888"
"245";"7(gesz2) 2(u) 2(disz) 1/2(disz) sar al 5(disz) sar-ta";"442 12 sar hoed at 5 sar per day";"42 sar thorn bus@@ hes at 12 sar a day";"10.552670"
"246";"1/3(disz) ma-na 1(disz) gin2 ku3-babbar a-ra2 1(disz)-kam";"13 mana 1 shekel silver  the first time";"13 mana 1 shekel silver the first time 23 mana 8 12 shekels silver";"51.424016"
"247";"ARAD2-mu maszkim u4 2(u) 9(disz)-kam ki du11-ga-ta ba-zi";"ARADmu responsible official  the 29th day booked out from Dugas account";"ARADmu was enforcer the 21st day from Abbasagas account booked out";"10.252286"
"248";"lu2-du10-ga 5(disz) kasz 5(disz) sila3 ninda 5(disz) gin2 szum2 3(disz) gin2 i3 2(disz) gin2 naga";"for Luduga  5 sila3 beer 5 sila3 bread 5 shekels onions 3 shekels oil 2 shekels alkaliplant";"for Luduga 5 sila3 beer 5 sila3 bread 2 bundles onions 3 shekels oil 2 shekels alkaliplant";"76.246586"
"249";"ga2-nun mar-sa du3-a ugula a-da-lal3 mu hu-uh2-nu-ri{ki} ba-hul";"storage facility of marsa erected  foreman Adalal  year unuri was destroyed";"storage facility of marsa erected under seal of Lugalinimgina year unuri was destroyed";"48.442732"
"250";"lugal an-ub-da limmu2-ba i3-li2-mi-di3 sal-hu-ba";"king of the four corners Ilmidi s";"king of the four world corners and king of the four world quarters the of the world";"15.138515"
"251";"giri3 lugal-inim-gi-na ur-{d}isztaran unu3 1(disz) kusz szu-dulx(|URxA|) gu4";"via Lugalinimgina  UrItaran cowherd  1 hide of ox yoke";"via Lugalinimgina 1 hide of twoyear ox";"24.177237"
"252";"nig2-ka9-ak ka-la2-a ulu3-di dumu ha-ba-an-zi-zi mu us2-sa e2 puzur4-isz-{d}da-gan ba-du3";"account of KAlaa  Uludi son of abanzizi  year after The house PuzrisDagan was erected";"account of Lugalniglagare son of Urenun 53 gur 1 barig flour";"8.070023"
"253";"giri3-se3-ga e2-usz-bar-me 2(disz) lu2 azlag2 ...";"They are personnel of the house of the weavers  2 fullers";"They are personnel of the house of the weavers are here";"78.607530"
"254";"nigin-ba 2(u) 6(disz) masz-da3 nigin-ba 5(disz) az";"grand total 26 gazelles  grand total 5 bears";"grand total 5 oxen grand total 5";"26.647313"
"255";"pisan-dub-ba sze gesz-e3-a GAN2-gu4 apin-la2 u3 nig2-ka9-ak";"Basketoftablets  barley threshed of the oxenfields plough maintenance and accounts";"Basketoftablets threshed barley";"4.848598"
"256";"sze-bi 1(gesz2) 3(u) 7(asz) 2(barig) gur";"its barley 97 gur 2 barig";"its barley 152 gur 4 barig";"19.304870"
"257";"si-i3-tum nig2-ka9-ak-a hu-bi2-dam dam-gar3 in-da-gal2";"remainder of the account  against ubidam the trade agent  exists";"s@@ warm of locusts s@@ warm of locusts locust";"4.266332"
"258";"szunigin 1(disz) {ansze}kunga2-nita2 gesz mu-kux(DU) {d}szara2";"total 1 male mule for the yoke  delivery for ara";"total 1 male mule for the yoke delivery for ara";"100.000000"
"259";"kiszib3 ur-{d}nun-gal 4(gesz2) 3(u) 5(asz) 9(disz) sila3 gur";"under seal of UrNungal  275 gur 9 sila3";"under seal of UrNungal 275 gur 9 sila3 under seal of Lugalkuzu the messenger";"51.424016"
"260";"1(disz) tug2 bar-dul5 saga 3(disz) tug2 bar-dul5 gu2-tar";"1 garment outercover good quality  3 units of outercover";"1 niglam garment fine quality for the kvessel";"6.413885"
"261";"($ blank space $) 4(disz) u4 2(u)-kam";"subtotal 4  2th day";"subtotal 4 8th day";"35.355339"
"262";"szunigin 1(u) 6(asz) 4(barig) x x x x gur";"total 16  gur 4 barig";"total 16 gur 4 barig 4 ban2 harvest barley";"44.632361"
"263";"ARAD2 ka-guru7 mu us2-sa e2 puzur4-da-gan ba-du3";"of ARAD the silo manager  year following The house of PuzriDagan was built";"The silo of house of the house of the gods year after The house of PuzriDagan was erected the year following that";"20.331711"
"264";"kun-zi-da dub-la2-{d}utu gub-ba 2(u) gurusz u4 1(disz)-sze3";"at the reservoir of Dublautu stationed  2 male laborer workdays";"at the reservoir of the field ulpae at the reservoir of the ulpae";"19.338531"
"265";"1(disz) udu niga {d}nun-x x ki USZ sagi-ta";"1 sheep grainfed for Nun from USZ the cupbearer";"1 sheep barleyfed for Dublama 1 sheep barleyfed following oxen for ANdur";"7.495553"
"266";"5(gesz2) gurusz u4 1(disz)-sze3 zar3 tab-ba ki-su7 gub-ba";"3 male laborer workdays  sheaves piled up at the threshing floor stationed";"3 workdays male laborers sheaves piled up";"14.231728"
