"Sentence Nr";"Source sentence";"Human translated sentence";"First machine translated sentence";"First machine translated sentence bleu score"
"133";"u4 1(u)-sze3 kam-sal4-la{ki}-ta nibru{ki}-sze3 ma2 gid2-da ma2 ba-al-la";"for 1 days from kamsala to nippur barge punted barge unloaded";"like a storm that fills all the lands it was built there like twilight in the heavens like a storm that fills all the lands it was built there like twilight in the heavens";"0.544251"
"134";"2(asz) mu ur-{d}szusz3-{d}ba-ba6-sze3 kiszib3 a-ab-ba nu-banda3-gu4";"2 gur in place of urubaba under seal of aabba the supervisor of oxen";"2 gur of barley year ur@@ en@@ galdudu via ta@@ a@@ tal the rider";"6.754313"
"135";"e2 nam-ha-ni e2 {d}szu-{d}suen e2 {d}nin-gesz-zi-da";"for the house of namani  for the house of suen  for the house of ningezida";"the household manager received it on his debit account placed total 64 gur 4 barig 2 ban2";"2.286957"
"136";"giri3 ur-e2-babbar2 u3 lugal-siskur2-re 2(u) 9(asz) 3(barig) 4(ban2) gur";"via urebabbar and lugalsiskure 29 gur 3 barig 4 ban2";"via urebabbar and lugalsiskure total 66 gur";"28.319416"
"137";"pisan-dub-ba nig2-ka9-ak lu2 nig2-dab5 gu4 udu-ke4-ne";"basketoftablets  accounts  men takers of oxen and sheep";"basketoftablets accounts of the requisitioners";"12.975850"
"138";"1(gesz2) gurusz al 5(disz) sar-ta {d}szara2-mu-tum2 engar";"6 workers each hoeing 5 sar  aramutum the plot manager";"1 male laborer for 5 days to nippur butter oil and cheese";"3.386499"
"139";"lugal an-ub-da limmu2-ba nu-ur2-esz18-dar dub-sar";"king of the four corners  scribe  scribe";"king of the four corners lunanna son of urgilgame";"44.632361"
"140";"{d}szul-gi-a-mu i3-dab5 iti u4 2(u) 8(disz) ba-zal";"ulgiayamu accepted  of the month the 28th day passed";"to ro@@ use and wra@@ p@@ heap up a man you brought away from the heartwom@@ bin@@ nar@@ ds@@ stomach your phy@@ si@@ ci@@ ans art the living man and dead man for you lady whose incantation for@@ mu@@ la cannot be chan@@ ged@@ cut ie interru@@ pted";"0.904451"
"141";"gu2-ab-ba{ki}-sze3 i3-gal2 bala dug sag";"to guabba  are here  bala of the headjugs";"to guabba are here year amarsuen is king";"34.572078"
"142";"u4 1(disz)-sze3 i7 sal4-la{ki}-asz ma2 gid2-da";"for 1 day to the salla canal boat towed";"like a goat buck caught by a snare one lodged his mouth in the dirt and therefore like a man ended by the mitum weapon one did not bother to wear bandages as if lying in the birthing place of their mother one laid in his blood";"0.924341"
"143";"pisan-dub-ba im sze muhaldim lugal-a2-zi-da-sze3";"basketoftablets  tablets of the barley of the cooks  for lugalazida";"basketoftablets wet tablets are here";"4.673290"
"144";"1(disz) masz2 ba-usz2 ki ku3-ga-ni-ta kiszib3 lu2-kal-la";"1 billy goat slaughtered  from kugani  under seal of lukalla";"1 ram with fleece slaughtered from luutu";"9.469167"
"145";"1/2(disz) inim-{d}inanna sza3-gu4 lugal-nesag-e gab2-us2 nig2-du7-pa-e3";"12 workman iniminanna  oxen driver of lugalnesage  herding apprentice of nigdupae";"12 workman inanna at uruk 12 workman urulpae 12 workman urulpae";"7.495553"
"146";"u4 7(disz)-kam iti sig4-{gesz}i3-szub-ba-gar mu us2-sa ma2 {d}en-ki ba-ab-du8";"7th day  month bricksplacedinmoulds  year following the barge of enki was caulked";"at the sacred gate of the main courtyard of the eme@@ uru@@ r temple a place of marvel of the nation i happily set it up";"1.717906"
"147";"szunigin 2(barig) 1(ban2) 4(disz) 1/2(disz) sila3 zi3";"total 2 barig 1 ban2 4 12 sila3 of flour";"total 2 barig 1 ban2 4 12 sila3 of flour";"100.000000"
"148";"1(disz) {munus}asz2-gar3 niga {d}en-lil2 mu-kux(DU) szu-da-da";"1 female kid barleyfed  for enlil  delivery of dada";"1 female kid grainfed fine second quality 2 sheep";"17.747405"
"149";"nam-1(u) sza-at-bi-zi-il 6(gesz2) i-ti-rum 1(gesz'u) a-di-ti";"1troop of atbizil  36 by anahepat  6 by aditi";"tem@@ ple@@ going out in the land standing outside in the dust like a big ox like the moon pleasur@@ ably";"0.908042"
"150";"sze ninda ur5-ra lu2 mar-sa kiszib3 ma2-gur8-re";"barley bread interestbearing for the shipyard people under seal of magure";"barley interestbearing for the plowmen 3 gur 2 barig 1 ban2 for various scribes";"11.359355"
"151";"szu ba-an-ti iti szu-esz5-sza mu {d}i-bi2-{d}suen lugal uri5{ki}-ma-ke4 nibru{ki} uri5{ki}-ma bad3-gal-bi mu-du3";"receive  month uea  year ibbisuen king of ur in nippur urs bigwall did erect";"did enlila accept month akiti year the barge daraabzuofenki was caulked";"3.755001"
"152";"pisan-dub-ba nig2-ka9 lu2 szuku dab5-ba bala-a-ke4-ne";"basketoftablets  accounts of men accepting rations of the balas";"basketoftablets accounts of the labor of troops ipae son of ay@@ abba";"15.851166"
"153";"u4 1(u) 1(disz)-kam iti {d}li9-si4 mu si-ma-num2{ki} ba-hul ...";"11th day  month lisi  year simanum was destroyed";"like a goat buck caught by a snare one lodged his mouth in the dirt and therefore like a man ended by the mitum weapon one did not bother to wear bandages as if lying in the birthing place of their mother one laid in his blood";"0.388638"
"154";"2(barig) 3(ban2) ki lugal-e2-mah-e-ta 1(asz) 4(barig) 1(ban2) gur ki ur-mes-ta";"2 barig 3 ban2 from lugalemae  1 gur 4 barig 1 ban2 from urmes";"2 barig 3 ban2 from lugalemae 1 gur 4 barig 1 ban2 from urmes 2 barig 8 13 sila3 from kugani";"63.950284"
"155";"a2-bi u4 1(u) la2 1(disz) 1(gesz'u) 2(gesz2) 2(u) 2(disz) 1/2(disz) sar al 1(u) 5(disz) sar-ta";"its labor 9 days  742 12 sar of hoeing at 15 sar a day";"its labor 1 less 1 workdays 727 12 sar hoed at 5 sar per day";"8.549162"
"156";"u3 sze nig2-gal2-la giri3 ur-{d}lamma dumu sa12-du5";"and barley on hand  via urlamma son of chief surveyor";"and the barley of the temple administrators to the teams of the ruler was distributed";"3.458592"
"157";"szunigin 2(ban2) 3(disz) sila3 ninda szunigin 7(disz) gin2 i3";"total 2 ban2 3 sila3 bread total 7 shekels oil";"total 2 ban2 3 sila3 bread total 7 shekels oil";"100.000000"
"158";"mu {d}amar-{d}suen lugal la2-ia3 5(asz) sze gur lugal";"year amarsuen is king  the debit 5 royal gur of barley";"year amarsuen the king urbilum destroyed total 1";"9.027235"
"159";"4(ban2) 7(disz) sila3 dabin 7(disz) sila3 ninda AB u4 3(disz)-kam";"4 ban2 7 sila3 barley flour 7 sila3 abbread on the 3rd day";"4 ban2 7 sila3 common beer 15th day passed year simanum was destroyed";"20.448007"
"160";"1(disz) udu ri-im-i3-li2 ab-ba-kal-la szu ba-ti";"1 sheep of rimili  did abbakala receive";"1 carcass of a grainfed sheep 2 carcasses of grassfed sheep";"4.932352"
"161";"1(disz) gu4 5(disz) udu u2 igi-kar2 dam sukkal-mah";"1 ox  5 sheep grainfed  birth gift for the wife of the sukkalma";"1 ox 5 sheep grainfed birth gift for the wife of the sukkalma";"100.000000"
"162";"sze-bi 4(u) 6(asz) gur a-sza3 {d}amar-{d}suen-{d}szara2-ki-ag2";"its barley 46 gur  field amarsuenarakiag";"its barley 4 gur field king 1 bur3 1 ee3 4 iku surface area at 1 less 1 each";"5.725999"
"163";"ku3-bi 1/2(disz) ma-na 5(disz) 2/3(disz) gin2 1(u) 5(disz) sze";"its silver 12 mana 5 23 shekels 15 grains";"its silver 12 mana 3 13 shekels 5 shekels of silver via lugina 2 shekels of silver via urnungal";"14.025775"
"164";"1(iku) GAN2 1(asz) gur-ta gir2-su{ki}-ta";"1 iku fields  1 gur each  from girsu";"1 iku its field 3 lidga measures 2 barig barley additional payment";"6.772997"
"165";"2(ban2) 8(disz) 2/3(disz) sila3 zi3 ba-ba sze x";"2 ban2 8 23 sila3 of babaflour";"2 ban2 8 23 sila3 of ba@@ ba@@ flour 5 gur 2 barig 1 ban2 7 sila3 of x peaflour flour 15 gur 1 barig 5 ban2 5 sila3 of semolina";"14.776306"
"166";"5(disz) sila3 kasz 5(disz) sila3 ninda ur-{d}nansze";"5 sila beer 5 sila ninda urnane";"5 sila3 beer 5 sila3 bread for the regular offerings";"9.287529"
"167";"amar-ku5 dumu usz-bar-me 8(gesz2) n 2(u) 6(asz) 3(barig) 2(ban2) 9(disz) sila3 gur";"for the castrated children of the weavers 48  26 gur 3 barig 2 ban2 9 sila3";"from the bank of the u@@ ta canal to the mound of lamma@@ a from the mound of lamma@@ a";"4.237713"
"168";"mu-kux(DU) ur-{d}suen dumu-lugal 1(disz) {munus}asz2-gar3 niga mu-kux(DU) {d}utu-GIR2@g-gal";"delivery of ursuen son of the king  1 barleyfed female kid delivery of utugirgal";"delivery of ur@@ inanna the man of uruk was installed to month harvest";"6.803085"
"169";"1(barig) 1(ban2) gig kiszib3 lugal-ra-ni n 2(asz) 1(barig) gur kiszib3 ur-{d}da-mu";"1 gur 1 ban2 wheat  under seal of lugalrani   2 gur 1 barig under seal of urdamu";"1 barig 1 ban2 from lugalda@@ mu 1 barig barley second time the barig 1 ban2 the second time 2 barig 1 ban2 buru14 time barley involved 238 female laborer days";"3.754163"
"170";"szunigin 1(esze3) GAN2 8(disz) 1/2(disz)-ta szunigin sze-bi 7(gesz2) 2(asz) 4(ban2) gur";"total 1 ee3 surface area at 8 12 each  total its barley 422 gur 4 ban2";"total 1 ee3 surface area field of the bala at 1 less 1 each total its barley 1 silo 243 gur 2 barig 1 ban2 8 sila3 total its emmer 166 gur 4 barig 5 sila3";"18.566775"
"171";"e2 {d}dumu-zi 1(gesz2) 2(u) szabra 8(disz) nu-banda3-gu4 2(u)-ta";"household of dumuzi  8 the household manager  8 oxen managers at 2 each";"house of dumuzi 1 bur3 1 ee3 3 iku surface area at 1 less 12 each";"5.816635"
"172";"dumu da-da-ga ensi2 umma{ki}";"son of dadaga  governor  of umma";"son of dadaga governor of umma";"100.000000"
"173";"sze-bi 1(u) 7(asz) 4(barig) gur a-sza3 ...";"its barley 17 gur 4 barig  field";"its barley 17 gur 2 barig field puauz";"41.113362"
"174";"ki ur-{d}da-mu-ta 1(disz) ur-ga2-gi4-a 1(disz) lugal-he2-gal2";"from urdamu  did 1 urgagia  one lugalegal";"from the month harvest to the month first@@ fruit offering year after aru was destroyed";"2.627962"
"175";"2(asz) 4(ban2) 3(disz) sila3 1(u) 1(disz) 2/3(disz) gin2 gur";"2 gur 4 ban2 3 sila3 11 23 shekels barley from lugalnesage";"2 gur 4 ban2 3 sila3 11 23 shekels barley from lugalnesage from urgigir son of asilu together 64 gur 3 barig 2 ban2 9 sila3 1 23 shekels barley";"36.660117"
"176";"i3-gal2 mu si-mu-ru-um{ki} lu-lu-bu{ki} a-ra2 1(u) la2 1(disz)-kam-asz ba-hul";"are here  year simurum lulubu for the 9th time were destroyed";"are here year simurum lulubu for the 9th time were destroyed";"100.000000"
"177";"lugal an-ub-da limmu2-ba-ke4 a-a-kal-la ensi2";"king of the four corners to ayakala governor";"and king of the four world quarters the place of the watch in ur";"17.778351"
"178";"7(disz) masz2-gal niga 4(disz)-kam us2 1(u) {munus}asz2-gar3 niga 4(disz)-kam us2";"7 bucks barleyfed 4th grade  1 female kids barleyfed 4th grade";"7 buck goats 4th grade 2 female kids grainfed 1 lamb 1 female kid";"9.837490"
"179";"1(ban2) zi3 sig15 lugal 2(disz) sa gi ninda gur4-ra";"1 ban2 groats royal measure  2 bundles reed fatbreads";"1 ban2 e@@ sza@@ grain 1 ban2 flour of the house of enlil";"6.178111"
"180";"e2 {d}... 1(gesz2) 1(u) szabra";"household of   7 the household manager";"the of the army the of the army the of the army";"4.027248"
"181";"u3 ur-e2-nun-na nu-banda3-gu4 i3-gal2 mu bad3 mar-tu ba-du3";"and urenuna manager of oxen  are here  year the amorite wall was erected";"and reed uprooted his share the estate surplus the barig 4 ban2";"3.705247"
"182";"1(u) la2 1(disz) sila4 1(disz) masz2";"1 less 1 lambs  1 billy";"1 less 1 male kequids 5 female kequids";"20.556681"
"183";"ku3-bi 1/2(disz) ma-na 9(disz) gin2 1(u) 8(disz) sze";"its silver 12 mana 9 shekels 18 grains";"its silver 12 mana 3 13 shekels less 6 grains the the household manager 1 shekels silver";"15.844501"
"184";"5(u) 3(disz) amar ... sze-bi-... iti ezem-{d}szul-gi-ta";"53  calves   its barley  from month festival of ulgi";"15 gur of barley under seal of baya the maj@@ or@@ do@@ m@@ o";"3.377156"
"185";"{d}nanna-gal-zu dub-sar dumu {d}en-lil2-dingir-zu";"nannagalzu  scribe  son of enlildingirzu";"ara son of igi@@ nidaa the basket weaver from arad the foreman";"6.772997"
"186";"sa gu4 3(disz)-kam si gu4 3(disz)-kam";"tendon of 3 oxen  horn of 3 oxen";"tendon of 3 oxen 2 tails of oxen";"38.260294"
"187";"n 3(iku) 1/2(iku) 1/4(iku) GAN2 su3";"3 34 iku surface fallow";"n 3 ban2 u@@ ga n ninu@@ kkene n aradara";"4.196115"
"188";"2(disz) ma2 1(gesz2) gur 2(ban2)-ta ma2-lah5-bi i3-ib2-u3";"2 barges of 6 gur capacity 2 ban2 per day each their skippers piloting";"2 boats of 3 gur at 5 sila3 rent per day";"7.175378"
"189";"3(disz) gu4 ab2 3(u) 6(disz) udu";"total 3 oxen and cows 36 small cattle";"3 oxen grainfed cows 6 rams 2 lambs";"12.223076"
"190";"3(disz) nin-ga2-kam sza3 gurum2 lu2-{d}utu ... nin-inim-gi-na";"3 mana wool for ningakam  from the inspection of luutu   nininimgina";"3 mana wool for nin-ga2-@@ kam 3 mana wool for bar@@ kugani and 3 for nin@@ mi@@ duga";"13.445274"
"191";"8(disz) 1/3(disz) ma-na siki ur-su4-su4 i3-dab5";"8 13 mana wool  ursusu received";"8 13 shekels of silver for ur copper delivery";"9.535414"
"192";"2(u) 2(asz) gu2 4(disz) 5/6(disz) ma-na siki-gi";"22 talents 4 56 mina tan wool";"2 gur 2 barig 3 ban2 under seal of abbakala 2 gur 2 barig 3 ban2 under seal of abbakala 2 gur 2 barig 3 ban2 under seal of abbakala";"0.620747"
"193";"7(disz) {gesz}epir2 x x 1(disz) {gi}kid ki-la2-bi 1/3(disz) sar x gu-la";"7    1 mat its size 13 sar";"7 hearts of palm 7 of figs 7 baskets of dates";"3.747777"
"194";"sa2-du11 a-ra2 1(disz)-kam 3(disz) sila3 i3-nun";"first saduallotment  3 sila3 butter oil";"for the kitchen delivery of ur@@ en@@ galdudu via ta@@ a@@ tal the rider";"1.419919"
"195";"iti 1(u) 1(disz)-kam i3-gal2 iti sig4-{gesz}i3-szub-ba-gar-ra-ta";"a period of 11 months  are here  from month bricks set in the molds";"for 1 day grain transferred grain onto a barge loaded for 2 days from the royal waterway to the mouth of the waterway barge punted for 1 day at the mouth of the waterway barge transferred";"1.450037"
"196";"1(gesz2) 2(barig) sze gur lugal la2-ia3 su-ga";"6 gur 2 barig barley royal measure  deficit repaid";"1 gur 2 barig barley royal measure deficit repaid";"86.334002"
"197";"pisan-dub-ba e2-tum gesz ku3-ta du8-ha mu ha-ar-szi{ki} hu-ur5-ti{ki}";"basketoftablets  chambers   year ari urti";"basketoftablets chambers of cows of the stall";"13.134549"
"198";"a-ru-a ur-{d}lamma 3(disz) nin-bur-szu-ma a-ru-a szu-na";"donated by urlamma  3 mana wool for ninburuma  donated by una";"donated by urlamma 3 mana wool for gemedardu textile for nindanirgal";"57.067458"
"199";"nigin-ba bar-ra kar gir2-su{ki}-ta gu2-ab-ba{ki}-sze3";"grand totals of barakaralaborers  from girsu  to guabba";"grand total 3898";"7.175721"
"200";"7(disz) udu ki ug3-IL2-ta";"7 sheep  from ugil";"7 sheep from da@@ h@@ iatal the mounted messenger sheep replaced by umu the fattener";"9.782376"
"201";"kiszib3 lugal-inim-gi-na 5(u) 8(asz) 2(barig) 4(ban2) gur";"under seal of lugalinimgina  58 gur 2 barig 4 ban2";"under seal of lugalinimgina son of lugalane drove me out to the temple from the temple under seal of lugalane nubanda you are the one who says heart with the one who is to cover";"6.610740"
"202";"gurx(|SZE.KIN|)-a zar3 tab-ba a-sza3 nun-na a-sza3 nam-ha-ni u3 a-sza3 iszib-e-ne";"harvested and sheaves piled up in the prince field in the namhani field and in the incantation priests field";"there was no beating with whi@@ ps nor beating with leather stra@@ ps no mother hit her child with anything";"0.957302"
"203";"sza3-bi-ta 3(gesz'u) 6(gesz2) a2(DA) u4-du8-a 4(gesz2) 2(asz) 2(barig) 5(ban2) 7(disz) 1/2(disz) sila3 dabin gur";"therefrom  216 labor freed days  242 gur 2 barig 5 ban2 7 12 sila3 barley flour";"154 gur 3 barig 3 ban2 flour 25 gur 1 barig 1 ban2 8 sila3 barley deficit of the account";"5.039519"
"204";"1(gesz2) 3(u) 3(disz) geme2 u4 1(disz)-sze3";"93 female laborer workdays";"1 workdays male laborers to the 9th month 6 shekels";"4.196115"
"205";"szunigin 8(asz) 3(ban2) 7(disz) 1/3(disz) sila3 9(disz) 1/2(disz) gin2 i3-nun gur";"total 8 gur 3 ban2 7 13 sila3 9 12 shekels butter oil";"total 8 gur 3 barig 5 ban2 less 1 sila3 each total 8 gur 3 barig 1 ban2 7 sila3 wheat";"14.051677"
"206";"1(disz) kusz szu-dulx(|URxDISZ.DISZ.DISZ|) 2(disz) kun gu4";"1 hide of oxen yoke  2 tails of oxen";"1 hide of ox yoke 1 carcass of ox";"20.164946"
"207";"ki ur-{d}da-mu-ta 2(u) 1(asz) 2(barig) 4(ban2) ki ur-{d}lamma dumu lu2-{d}suen-ta";"from urdamu  21 gur 2 barig 4 ban2 from urlamma son of lusuen";"from the month harvest to the month first@@ fruit offering year after aru was destroyed";"2.627962"
"208";"dumu-ni-me 3(disz) nin-iri-ni-sze3 3(disz) nig2-gi-na";"being her children  3 mana wool for ninirinie  3 mana wool for niggina";"being her children 3 mana wool for 3 mana wool for";"67.808148"
"209";"kiszib3 2(disz) lu2-du10-ga 1(u) 8(disz) gurusz u4 1(disz)-sze3";"2 sealed tablets of luduga  18 workdays male laborers";"under seal of urnane son of nabasa total 19 female laborer days to the female laborers of the shipyard laborers";"2.276860"
"210";"2(u) sze gur kiszib3 {d}szul-gi-a-ti kiszib3 dabx(U8)-ba";"2 gur of barley  under seal of ulgiati  seals taken";"2 gur barley royal measure fodder for sheep grainfed";"9.442944"
"211";"a-a-kal-la 3(disz) sila3 kasz 2(disz) sila3 ninda 3(disz) gin2 szum2 3(disz) gin2 i3 2(disz) gin2 naga";"for ayakalla  3 sila3 beer 2 sila3 bread 3 shekels onions 3 shekels oil 2 shekels alkaliplant";"to dingirigidu speak 1 barig dates 2 ban2 1 barig 3 ban2 6 sila3 dates";"3.026868"
"212";"pisan-dub-ba kiszib3 lu2 ensi2 ma-da-ke4-ne i3-gal2";"basketoftablets  sealed documents of the men and governors of the land  are here";"basketoftablets sealed documents of the of lugalmumag foreman";"28.962047"
"213";"1(disz) ur-mes dumu ugu2-du6-du6 1(disz) lugal-e";"1 urmes the son of ugududu  1 lugale";"1 urmes the son of u@@ gudu@@ du 1 luga@@ mu";"36.720563"
"214";"szunigin 1(u) la2 1(disz) sa szum2";"total 9 bundles onions";"total 1 minus 1 lambs gift of the king";"4.767707"
"215";"2(disz) masz2 giri3 ur-e11-e ugu2 lu2-{d}suen";"2 billy goats  via uree  debit account of lusuen";"2 billy goats via arad@@ dam";"30.819809"
"216";"a-gu-a 3(disz) sila3 kasz 2(disz) sila3 ninda 2(disz) sa szum2";"for agua  3 sila3 beer 2 sila3 bread 2 bundles onions";"the 29th day 1 ban2 5 sila3 of fine beer";"4.515184"
"217";"iti sze-sag11-ku5-ta iti diri sze-sag11-ku5-sze3 iti 2(disz)-kam";"from month harvest  to the extra month harvest  it is 2 months";"to month harvest it is 7 months 12 days";"23.668207"
"218";"a-sza3 nin-e-gu3-ba-de2 ki ur-sa6-ga dumu ur-gu-la";"field ninegubade from ursaga son of urgula";"field z@@ alga@@ age@@ tin 2 bur3 1 ee3 1 14 iku surface area 1 each";"2.445594"
"219";"pisan-dub-ba nig2-ka9-ak sze lu2 nig2-dab5-ke4-ne";"basketoftablets  accounts of grain  of the requisitioners";"basketoftablets accounts of the requisitioners";"42.829637"
"220";"1(disz) a-tu ... 1(disz) ur-... ugula szu-...";"1 atu   1 ur  ugula u";"1 atu 1 they are various men";"24.446151"
"221";"4(ban2) 2(disz) sila3 u2-kur 1(ban2) 5(disz) 5/6(disz) sila3 2(disz) gin2 numun za3-hi-li";"4 ban2 2 sila3 u2kur spice  1 ban2 5 56 sila3 2 shekels cress seed";"4 ban2 2 sila3 u2@@ kur spice 1 ban2 4 sila3 cress seed";"27.439378"
"222";"4(asz) 4(barig) kiszib3 ur-nigar{gar} nu-banda3 da-da";"4 gur 4 barig urnigar superintendent dada";"4 gur 4 barig urnigar superintendent dada 8 gur 2 barig under seal of angu";"40.016016"
"223";"ugula ...-la kiszib3 ur-{d}szara2 mu ma2 {d}en-ki ba-ab-du8";"foreman la  under seal of urara  year the boat of enki was caulked";"foreman of the smiths in their midst were in the house of ninmar sat";"4.016138"
"224";"u4 2(disz)-kam ki ab-ba-sa6-ga-ta szu-ma-ma";"2nd day  from abbasaga  umama";"for the 2nd time ennanekiag the cupbearer responsible official from in the temple of puzridagan";"3.125191"
"225";"szunigin 3(u) 4(disz) dumu 1(disz) ma-na-ta";"total 34 children 1 mina each";"total 34 children 1 mina each total 1 old female laborers 2 mana each their textiles 3";"28.175950"
"226";"lu2-{d}nam2-an-ka i3-gal2 mu {d}amar-{d}suen lugal";"lunamanka  are here  year amarsuen is king";"for lu@@ du@@ gala the scribe 5 sila3 beer 5 sila3 bread 5 shekels onions 3 shekels oil 2 shekels alkaliplant";"0.908042"
"227";"($ blank space $) geme2 u4 1(disz)-sze3 a-sza3 iszib-e-ne";"workdays at the field iibpriests";"18 workdays male laborers labor of the male laborers satout days";"4.456883"
"228";"gub-ba-am3 szunigin 1(u) la2 1(disz) geme2 3(disz) ma-na-ta";"it is the staff stationed  total 9 female laborers 3 mana each";"are stationed part of the bala month lisi";"3.983253"
"229";"1(disz) sila4 lu2-{d}asar-lu2-hi szabra 2(disz) sila4 ensi2 nibru{ki}";"1 lamb from luasalluhi the household manager  2 lambs from the ensi of nippur";"1 lamb from amua the uku@@ l 2 sheep 1 lamb from maum the cupbearer";"12.090341"
"230";"nig2-dab5 tug2 a-gi4-um szar3 ki {d}utu-GIR2@g-gal giri3 szar-ru-um-i3-li2";"nigdaboffering of the royal agium garment  with utugir2gal via arrumili";"responsible tur@@ am@@ ili 48 workdays male laborers";"2.150424"
"231";"iti diri mu si-ma-num2{ki} ba-hul {d}szu-{d}suen";"month extra year simanum was destroyed usuen";"months in nippur months in nippur months in nippur";"2.383854"
"232";"szunigin 5(disz) sila3 kasz saga szunigin 6(disz) gin2 i3";"total 5 sila3 of highquality beer total 6 shekels of oil";"total 5 sila3 fine beer total 6 sila3 beer";"23.899977"
"233";"e2-kiszib3-ba a2-ti-e2-sag{ki} 1(gesz2) 3(u) la2 5(u)";"the warehouse atiesag  9 less 5";"silos year kar@@ har for the 3rd time was destroyed";"4.196115"
"234";"1(disz) geme2-{d}lamma dumu-ni-me 2(disz) nin-ib2-ta-e3";"and 1 for gemelamma  being her children  2 mana wool for ninibtae";"and 1 for gemebarasiga her daughter and 3 for ninmu@@ amamu being her children";"18.476860"
"235";"pisan-dub-ba gurum2-ak kiszib3-ba e2 {d}ig-alim";"basketoftablets  inspections sealed documents  of the house of igalim";"basketoftablets copies of goods of el@@ btum the supervisor";"6.742556"
"236";"szunigin 6(disz) gin2 naga szunigin 3(disz) ku6 3(disz) sa szum2";"total 6 shekels alkaliplant  total 3 fish 3 bundles onions";"total 6 shekels alkaliplant total 7 bundles onions 14th day month dumuzi";"36.462859"
"237";"pisan-dub-ba udu tag-tag e2-tum-e";"basketoftablets  sheep weaving  to the chambers";"basketoftablets sheep of the roof died";"17.965206"
"238";"mu za-ab-sza-li{ki}-sze3 mu-bi mu 2(disz)-am3 iti-bi iti 2(u) 4(disz)-am3";"to year zabali  the years 2 years   the months 24 months";"year zabali was destroyed to the year the wall of the land was erected";"7.141816"
"239";"iti sze-sag11-ku5 mu {d}amar-{d}suen lugal-e ur-bi2-lum{ki} mu-hul";"month harvest  year amarsuen the king urbilum destroyed";"month harvest year amarsuen the king urbilum destroyed";"100.000000"
"240";"ki ga-ba-tal 1(disz) gu4 u2 5(disz) udu u2";"with gabatal  1 ox grassfed 5 sheep grassfed";"from ane@@ u belarik received";"2.931251"
"241";"iti ezem-mah mu {d}amar-{d}suen lugal-e ur-bi2-lum{ki} mu-hul";"month grand festival  year king amarsin urbilum destroyed";"month grand festival year throne 1 sheep and 1 goat via arad";"21.200627"
"242";"1(disz) inim-ma-dingir dam-gar3 1(disz) ur-{d}nu-musz-da lu2 ki-ba gub-ba-me";"1 inimadingir the trade agent  1 urnumuda  are men at the place stationed";"1 full time worker imti@@ e2 slave of the palace for three years";"3.673527"
"243";"szunigin 2(gesz'u) 9(gesz2) 5(u) 6(asz) 3(barig) 3(disz) 2/3(disz) sila3 duh gur";"total 1796 gur 3 barig 3 23 sila3 bran";"total 2 gur of barley year harvest the grain day at harvest the grain";"3.377156"
"244";"x szu-ku6 ugula lugal-ku3-ga-ni n il2 ur-sze3";"fisherman overseer lugalkugani  n porters";"to the shipyard from ekalla";"5.341088"
"245";"7(gesz2) 2(u) 2(disz) 1/2(disz) sar al 5(disz) sar-ta";"442 12 sar hoed at 5 sar per day";"7 male laborer workdays from umma to meenkar barge punted for 1 day grain transferred grain onto a barge loaded";"1.914603"
"246";"1/3(disz) ma-na 1(disz) gin2 ku3-babbar a-ra2 1(disz)-kam";"13 mana 1 shekel silver  the first time";"13 mana 1 shekel silver the first time 23 mana 8 12 shekels silver";"51.424016"
"247";"ARAD2-mu maszkim u4 2(u) 9(disz)-kam ki du11-ga-ta ba-zi";"aradmu responsible official  the 29th day booked out from dugas account";"aradmu was the administrator 18th day from abbasagas account lifted";"5.677543"
"248";"lu2-du10-ga 5(disz) kasz 5(disz) sila3 ninda 5(disz) gin2 szum2 3(disz) gin2 i3 2(disz) gin2 naga";"for luduga  5 sila3 beer 5 sila3 bread 5 shekels onions 3 shekels oil 2 shekels alkaliplant";"for luduga 5 sila3 beer 5 sila3 bread 5 shekels onions 3 shekels oil 2 shekels alkaliplant";"100.000000"
"249";"ga2-nun mar-sa du3-a ugula a-da-lal3 mu hu-uh2-nu-ri{ki} ba-hul";"storage facility of marsa erected  foreman adalal  year unuri was destroyed";"for the abra and sanga administrators total 4 gur for lu@@ ma@@ gura";"1.544528"
"250";"lugal an-ub-da limmu2-ba i3-li2-mi-di3 sal-hu-ba";"king of the four corners ilmidi s";"king of the four corners puz@@ ur son of ka";"39.281465"
"251";"giri3 lugal-inim-gi-na ur-{d}isztaran unu3 1(disz) kusz szu-dulx(|URxA|) gu4";"via lugalinimgina  uritaran cowherd  1 hide of ox yoke";"via lugalinimgina deficit 1 hide of ox 1 carcass of ox";"27.901594"
"252";"nig2-ka9-ak ka-la2-a ulu3-di dumu ha-ba-an-zi-zi mu us2-sa e2 puzur4-isz-{d}da-gan ba-du3";"account of kalaa  uludi son of abanzizi  year after the house puzrisdagan was erected";"the deficit luzabala the cowherd 2 hides of ox tanned";"3.344930"
"253";"giri3-se3-ga e2-usz-bar-me 2(disz) lu2 azlag2 ...";"they are personnel of the house of the weavers  2 fullers";"personnel of the ensi@@ s shepherds cattle herdsmen and extra worktroops various men flown lacking foremen";"9.103526"
"254";"nigin-ba 2(u) 6(disz) masz-da3 nigin-ba 5(disz) az";"grand total 26 gazelles  grand total 5 bears";"grand total 3898";"12.068076"
