"Sentence Nr";"Source sentence";"Human translated sentence";"First machine translated sentence";"First machine translated sentence bleu score"
"128";"5(asz) 1(barig) sze kasz gur 3(asz) 2(barig) 5(ban2) la2 1(disz) sila3 gur";"5 gur 1 barig barley for beer and 3 gur 2 barig 5 ban2 less 1 sila3";"5 gur 1 barig barley barley of the field of Am@@ rim@@ a 3 iku field area the sze-bi";"19.835441"
"129";"1(asz) 1(barig) x gur zi3 kiszib3 ur-{d}lugal-banda3";"1 gur n sila3 flour  under seal of Urlugalbanda";"1 gur 1 barig 3 ban2 Bal@@ uga wages of the hirelings at the field U@@ ub";"5.061867"
"130";"4(ban2) dabin 7(disz) sila3 ninda AB u4 1(disz)-kam";"4 ban2 barley flour 7 sila3 ABbread on the 1st day";"4 ban2 1 sila3 ziz@@ ib@@ inum spice and mana brick salt";"7.495553"
"131";"ugula lu2-gi-na 1(gesz'u) 3(u) 1(asz) 3(barig) sze gur";"foreman Lugina  631 gur 3 barig barley";"foreman LuUtu the plot manager 1 ee3 field area 1 ee3 4 12 iku surface area at 1 each";"2.024446"
"132";"sza3 nibru{ki} iti ki-siki-{d}nin-a-zu mu us2-sa ma2 dara4-abzu {d}en-ki-ka ba-ab-du8";"in Nippur  month Wool center of Ninazu  year following The barge Daraabzu of Enki was caulked";"in Nippur very large food offerings he serves to him";"4.605753"
"133";"u4 1(u)-sze3 kam-sal4-la{ki}-ta nibru{ki}-sze3 ma2 gid2-da ma2 ba-al-la";"for 1 days from Kamsala to Nippur barge punted barge unloaded";"When you speak to my king True god arr@@ ang@@ er@@ puri@@ fier of the universe who sets abundance in order of a pirig creature examining the low and high pre@@ eminent one the palace";"1.055972"
"134";"2(asz) mu ur-{d}szusz3-{d}ba-ba6-sze3 kiszib3 a-ab-ba nu-banda3-gu4";"2 gur in place of UruBaba under seal of Aabba the supervisor of oxen";"2 gur Uru@@ gal@@ ama the plowman 2 gur 3 barig";"6.315134"
"135";"e2 nam-ha-ni e2 {d}szu-{d}suen e2 {d}nin-gesz-zi-da";"for the house of Namani  for the house of Suen  for the house of Ningezida";"household of Namani 4 the household manager 4 oxen managers at 2 each";"5.862245"
"136";"giri3 ur-e2-babbar2 u3 lugal-siskur2-re 2(u) 9(asz) 3(barig) 4(ban2) gur";"via UrEbabbar and Lugalsiskure 29 gur 3 barig 4 ban2";"via UrE@@ babbar and Lugal@@ sis@@ k@@ ure total 66 gur";"4.932352"
"137";"pisan-dub-ba nig2-ka9-ak lu2 nig2-dab5 gu4 udu-ke4-ne";"Basketoftablets  accounts  men takers of oxen and sheep";"Basketoftablets accounts of the house of the nig@@ dab";"10.552670"
"138";"1(gesz2) gurusz al 5(disz) sar-ta {d}szara2-mu-tum2 engar";"6 workers each hoeing 5 sar  aramutum the plot manager";"1 workdays barge punted for 5 workdays barge unloaded";"4.266332"
"139";"lugal an-ub-da limmu2-ba nu-ur2-esz18-dar dub-sar";"king of the four corners  scribe  scribe";"king of the four corners Bab@@ ati the scribe";"46.713798"
"140";"{d}szul-gi-a-mu i3-dab5 iti u4 2(u) 8(disz) ba-zal";"ulgiayamu accepted  of the month the 28th day passed";"The nur@@ se@@ maid is covering the street with lamentation My garment is torn away as long as I am wearing one touched my feet as long as I was bent over";"1.159971"
"141";"gu2-ab-ba{ki}-sze3 i3-gal2 bala dug sag";"to Guabba  are here  bala of the headjugs";"to Guabba are here year following Anan was destroyed";"29.847459"
"142";"u4 1(disz)-sze3 i7 sal4-la{ki}-asz ma2 gid2-da";"for 1 day to the Salla canal boat towed";"for 1 day grain transferred grain onto a barge loaded for 2 days from the royal waterway to the mouth of the waterway barge punted for 1 day at the mouth of the waterway barge transferred";"4.799262"
"143";"pisan-dub-ba im sze muhaldim lugal-a2-zi-da-sze3";"Basketoftablets  tablets of the barley of the cooks  for Lugalazida";"Basketoftablets clay tablets of wool";"8.697972"
"144";"1(disz) masz2 ba-usz2 ki ku3-ga-ni-ta kiszib3 lu2-kal-la";"1 billy goat slaughtered  from Kugani  under seal of Lukalla";"1 billy goat fullgrown 5 billy goats from LuBaba";"17.065327"
"145";"1/2(disz) inim-{d}inanna sza3-gu4 lugal-nesag-e gab2-us2 nig2-du7-pa-e3";"12 workman InimInanna  oxen driver of Lugalnesage  herding apprentice of Nigdupae";"12 workman Inim@@ an@@ izi 12 workman Nam@@ mah 12 workman Al@@ u";"6.178111"
"146";"u4 7(disz)-kam iti sig4-{gesz}i3-szub-ba-gar mu us2-sa ma2 {d}en-ki ba-ab-du8";"7th day  month Bricksplacedinmoulds  year following The barge of Enki was caulked";"When he arrived at the Ebabbar the house of Utu When he arrived at the Ebabbar the house of Utu";"1.914603"
"147";"szunigin 2(barig) 1(ban2) 4(disz) 1/2(disz) sila3 zi3";"total 2 barig 1 ban2 4 12 sila3 of flour";"total 2 barig 1 ban2 4 12 sila3 of flour taxes being on the street from I@@ kalla";"51.182850"
"148";"1(disz) {munus}asz2-gar3 niga {d}en-lil2 mu-kux(DU) szu-da-da";"1 female kid barleyfed  for Enlil  delivery of Dada";"1 female kid grainfed fine second quality 2 sheep";"17.747405"
"149";"nam-1(u) sza-at-bi-zi-il 6(gesz2) i-ti-rum 1(gesz'u) a-di-ti";"1troop of atbizil  36 by Anahepat  6 by Aditi";"nam-1 female laborer days as the labor of the female laborers 36 workdays";"3.673527"
"150";"sze ninda ur5-ra lu2 mar-sa kiszib3 ma2-gur8-re";"barley bread interestbearing for the shipyard people under seal of Magure";"grain ration oil ration grain ration oil ration and wool ration";"1.873888"
"151";"szu ba-an-ti iti szu-esz5-sza mu {d}i-bi2-{d}suen lugal uri5{ki}-ma-ke4 nibru{ki} uri5{ki}-ma bad3-gal-bi mu-du3";"receive  month uea  year IbbiSuen king of Ur in Nippur Urs BigWall did erect";"did instig@@ ate His daughter from the house where she res@@ ided";"2.866609"
"152";"pisan-dub-ba nig2-ka9 lu2 szuku dab5-ba bala-a-ke4-ne";"Basketoftablets  Accounts of men accepting rations of the balas";"Basketoftablets baskets silver deliveries of UrLamma the governor";"6.413885"
"153";"u4 1(u) 1(disz)-kam iti {d}li9-si4 mu si-ma-num2{ki} ba-hul ...";"11th day  month Lisi  year Simanum was destroyed";"1@@ th kirugu 1@@ th kirugu Until distant days other days future days";"1.544528"
"154";"2(barig) 3(ban2) ki lugal-e2-mah-e-ta 1(asz) 4(barig) 1(ban2) gur ki ur-mes-ta";"2 barig 3 ban2 from Lugalemae  1 gur 4 barig 1 ban2 from Urmes";"2 barig 3 ban2 from Lugalema@@ e 1 gur 4 barig 1 ban2 from Urmes 2 barig 8 13 sila3 from Kug@@ ani";"45.375267"
"155";"a2-bi u4 1(u) la2 1(disz) 1(gesz'u) 2(gesz2) 2(u) 2(disz) 1/2(disz) sar al 1(u) 5(disz) sar-ta";"its labor 9 days  742 12 sar of hoeing at 15 sar a day";"its labor 63 workdays 1 less 1 sar hoed at 3 sar per day";"7.474876"
"156";"u3 sze nig2-gal2-la giri3 ur-{d}lamma dumu sa12-du5";"and barley on hand  via UrLamma son of chief surveyor";"and barley plowed distributed are here year The throne of Enlil was fashioned";"6.837203"
"157";"szunigin 2(ban2) 3(disz) sila3 ninda szunigin 7(disz) gin2 i3";"total 2 ban2 3 sila3 bread total 7 shekels oil";"total 2 ban2 3 sila3 bread total 7 shekels oil";"100.000000"
"158";"mu {d}amar-{d}suen lugal la2-ia3 5(asz) sze gur lugal";"year AmarSuen is king  The debit 5 royal gur of barley";"year AmarSuen the king destroyed Urbilum from the governor under seal of I@@ kalla in place of Zabali";"5.108099"
"159";"4(ban2) 7(disz) sila3 dabin 7(disz) sila3 ninda AB u4 3(disz)-kam";"4 ban2 7 sila3 barley flour 7 sila3 ABbread on the 3rd day";"4 ban2 1 sila3 ziz@@ ib@@ inum spice and mana brick salt";"6.896242"
"160";"1(disz) udu ri-im-i3-li2 ab-ba-kal-la szu ba-ti";"1 sheep of Rimili  did Abbakala receive";"1 sheep of the governor of Umma 4 szul-gi-iri-mu ir ir";"13.950797"
"161";"1(disz) gu4 5(disz) udu u2 igi-kar2 dam sukkal-mah";"1 ox  5 sheep grainfed  birth gift for the wife of the sukkalma";"1 ox 5 sheep grainfed birth gift for the wife of the sukk@@ alma";"83.857668"
"162";"sze-bi 4(u) 6(asz) gur a-sza3 {d}amar-{d}suen-{d}szara2-ki-ag2";"its barley 46 gur  field AmarSuenarakiag";"its barley 46 gur field Hillock@@ of@@ acacia Inimara the plowman son of Urgigir";"26.584836"
"163";"ku3-bi 1/2(disz) ma-na 5(disz) 2/3(disz) gin2 1(u) 5(disz) sze";"its silver 12 mana 5 23 shekels 15 grains";"its silver 12 mana 5 14 shekels of silver the remainder therefrom the previous time fashioned it for her";"19.835441"
"164";"1(iku) GAN2 1(asz) gur-ta gir2-su{ki}-ta";"1 iku fields  1 gur each  from Girsu";"1 iku field area 1 barig 3 ban2 extra pre@@ bend of Luara the";"6.285596"
"165";"2(ban2) 8(disz) 2/3(disz) sila3 zi3 ba-ba sze x";"2 ban2 8 23 sila3 of babaflour";"2 ban2 8 23 sila3 of bab@@ aflour 5 gur 2 barig 1 ban2 2 sila3 of x peaflour flour 15 gur 1 barig 5 ban2 5 sila3 of sem@@ ol@@ ina";"14.291174"
"166";"5(disz) sila3 kasz 5(disz) sila3 ninda ur-{d}nansze";"5 sila beer 5 sila ninda UrNane";"5 sila3 beer 5 sila3 bread 4 shekels onions 3 shekels oil 2 shekels alkaliplant for Ur@@ Enki";"4.753622"
"167";"amar-ku5 dumu usz-bar-me 8(gesz2) n 2(u) 6(asz) 3(barig) 2(ban2) 9(disz) sila3 gur";"for the castrated children of the weavers 48  26 gur 3 barig 2 ban2 9 sila3";"for Z@@ ulu@@ dua 5 sila3 of beer 5 sila3 of bread 5 shekels of onions";"3.218583"
"168";"mu-kux(DU) ur-{d}suen dumu-lugal 1(disz) {munus}asz2-gar3 niga mu-kux(DU) {d}utu-GIR2@g-gal";"delivery of UrSuen son of the king  1 barleyfed female kid delivery of UtuGIRgal";"delivery of UrSuen the prince and mighty lugal BAD@@ 3 { ki } -ma inc@@ ant@@ ation@@ priest of An";"8.097785"
"169";"1(barig) 1(ban2) gig kiszib3 lugal-ra-ni n 2(asz) 1(barig) gur kiszib3 ur-{d}da-mu";"1 gur 1 ban2 wheat  under seal of Lugalrani   2 gur 1 barig under seal of UrDamu";"1 barig 1 ban2 of a shovel for 45 days under seal of Kat@@ ar";"13.010323"
"170";"szunigin 1(esze3) GAN2 8(disz) 1/2(disz)-ta szunigin sze-bi 7(gesz2) 2(asz) 4(ban2) gur";"total 1 ee3 surface area at 8 12 each  total its barley 422 gur 4 ban2";"total 1 ee3 surface area at 8 each total its barley 45 gur 4 barig 1 ban2";"54.119275"
"171";"e2 {d}dumu-zi 1(gesz2) 2(u) szabra 8(disz) nu-banda3-gu4 2(u)-ta";"household of Dumuzi  8 the household manager  8 oxen managers at 2 each";"household of Dumuzi 1 overseer out of the city not going household of Dumuzi 1 overseer of the father";"8.562365"
"172";"dumu da-da-ga ensi2 umma{ki}";"son of Dadaga  governor  of Umma";"son of Dad@@ aga governor of Umma";"30.739408"
"173";"sze-bi 1(u) 7(asz) 4(barig) gur a-sza3 ...";"its barley 17 gur 4 barig  field";"its barley 17 gur 4 ban2 boat with barley loading in Nippur";"31.702331"
"174";"ki ur-{d}da-mu-ta 1(disz) ur-ga2-gi4-a 1(disz) lugal-he2-gal2";"from UrDamu  did 1 Urgagia  one Lugalegal";"from Ur@@ S@@ uda 1 barig 1 ban2 butter oil 1 barig 4 ban2 5 sila3 kak cheese";"2.554050"
"175";"2(asz) 4(ban2) 3(disz) sila3 1(u) 1(disz) 2/3(disz) gin2 gur";"2 gur 4 ban2 3 sila3 11 23 shekels barley from Lugalnesage";"2 gur 4 ban2 3 sila3 11 23 shekels barley from Lugal@@ nes@@ age from Urgigir son of A@@ sil@@ u together 64 gur 3 barig 2 ban2 9 sila3 1 23 shekels barley";"29.043915"
"176";"i3-gal2 mu si-mu-ru-um{ki} lu-lu-bu{ki} a-ra2 1(u) la2 1(disz)-kam-asz ba-hul";"are here  year Simurum Lulubu for the 9th time were destroyed";"are here year was destroyed";"12.869637"
"177";"lugal an-ub-da limmu2-ba-ke4 a-a-kal-la ensi2";"king of the four corners to Ayakala governor";"and king of the four world quarters the M@@ uri@@ an@@ ab@@ ak Temple his beloved temple";"14.317123"
"178";"7(disz) masz2-gal niga 4(disz)-kam us2 1(u) {munus}asz2-gar3 niga 4(disz)-kam us2";"7 bucks barleyfed 4th grade  1 female kids barleyfed 4th grade";"7 male kids the 9th day month Harvest year after Kima was destroyed";"3.673527"
"179";"1(ban2) zi3 sig15 lugal 2(disz) sa gi ninda gur4-ra";"1 ban2 groats royal measure  2 bundles reed fatbreads";"1 ban2 gro@@ ats royal measure 2 bundles reed fat@@ breads 2 bundles poplar";"30.576903"
"180";"e2 {d}... 1(gesz2) 1(u) szabra";"household of   7 the household manager";"of the year Simurrum Lul@@ lu@@ bum for the 9th time were destroyed 18 gur barley 4 gur wheat";"2.407486"
"181";"u3 ur-e2-nun-na nu-banda3-gu4 i3-gal2 mu bad3 mar-tu ba-du3";"and UrEnuna manager of oxen  are here  year The Amorite wall was erected";"and L@@ ugula son of Ur@@ I@@ gi@@ zi@@ bara are here";"7.410494"
"182";"1(u) la2 1(disz) sila4 1(disz) masz2";"1 less 1 lambs  1 billy";"1 less 1 oxen grainfed fine quality";"24.446151"
"183";"ku3-bi 1/2(disz) ma-na 9(disz) gin2 1(u) 8(disz) sze";"its silver 12 mana 9 shekels 18 grains";"its silver 12 mana 9 16 shekels 1 grains of silver";"38.163309"
"184";"5(u) 3(disz) amar ... sze-bi-... iti ezem-{d}szul-gi-ta";"53  calves   its barley  from month Festival of ulgi";"5 danna 84 ninda length ca 59@@ 4m";"2.436749"
"185";"{d}nanna-gal-zu dub-sar dumu {d}en-lil2-dingir-zu";"Nannagalzu  scribe  son of Enlildingirzu";"The Ruler of Umma Took It Away it had been named";"3.747777"
"186";"sa gu4 3(disz)-kam si gu4 3(disz)-kam";"tendon of 3 oxen  horn of 3 oxen";"tendon of 3 oxen horn of 5 oxen";"70.710678"
"187";"n 3(iku) 1/2(iku) 1/4(iku) GAN2 su3";"3 34 iku surface fallow";"n 3 ban2 U@@ ga n Nin@@ ukk@@ ene n ARAD@@ ara";"3.386499"
"188";"2(disz) ma2 1(gesz2) gur 2(ban2)-ta ma2-lah5-bi i3-ib2-u3";"2 barges of 6 gur capacity 2 ban2 per day each their skippers piloting";"2 long boat ropes tied to a dilmun boat";"2.735488"
"189";"3(disz) gu4 ab2 3(u) 6(disz) udu";"total 3 oxen and cows 36 small cattle";"3 oxen 255 sheep on the 21st day 9 sheep";"8.392230"
"190";"3(disz) nin-ga2-kam sza3 gurum2 lu2-{d}utu ... nin-inim-gi-na";"3 mana wool for Ningakam  from the inspection of LuUtu   nininimgina";"3 mana wool for Gem@@ eg@@ an@@ un and for Nin@@ inimgina and 1 for Nin@@ sa@@ du";"13.445274"
"191";"8(disz) 1/3(disz) ma-na siki ur-su4-su4 i3-dab5";"8 13 mana wool  Ursusu received";"8 23 shekels silver remainder 27 gur 1 barig 3 ban2 dates royal measure";"2.839839"
"192";"2(u) 2(asz) gu2 4(disz) 5/6(disz) ma-na siki-gi";"22 talents 4 56 mina tan wool";"2 gur 2 barig 3 ban2 under seal of Abba@@ kala 2 gur 2 barig 3 ban2 under seal of Abba@@ kala 2 gur 2 barig 3 ban2 under seal of Abba@@ kala";"0.561550"
"193";"7(disz) {gesz}epir2 x x 1(disz) {gi}kid ki-la2-bi 1/3(disz) sar x gu-la";"7    1 mat its size 13 sar";"7 pine plan@@ ks for gi@@ mu 1 err@@ um@@ mat its extent 13 13 shekels";"6.150343"
"194";"sa2-du11 a-ra2 1(disz)-kam 3(disz) sila3 i3-nun";"first saduallotment  3 sila3 butter oil";"regular offerings of the bank of the Ax@@ li canal";"2.098057"
"195";"iti 1(u) 1(disz)-kam i3-gal2 iti sig4-{gesz}i3-szub-ba-gar-ra-ta";"a period of 11 months  are here  from month Bricks set in the molds";"month Harvest year after Kima was destroyed";"2.415965"
"196";"1(gesz2) 2(barig) sze gur lugal la2-ia3 su-ga";"6 gur 2 barig barley royal measure  deficit repaid";"1 bur3 2 ee3 3 14 iku surface area at 11 each";"3.386499"
"197";"pisan-dub-ba e2-tum gesz ku3-ta du8-ha mu ha-ar-szi{ki} hu-ur5-ti{ki}";"Basketoftablets  chambers   year ari urti";"Basketoftablets chambers of of the ensi of the chief house administrators";"7.495553"
"198";"a-ru-a ur-{d}lamma 3(disz) nin-bur-szu-ma a-ru-a szu-na";"donated by UrLamma  3 mana wool for Ninburuma  donated by una";"donated by Ur@@ Abu 3 mana wool for Geme@@ Nin@@ dara donated by Nann@@ ad@@ alla";"20.687206"
"199";"nigin-ba bar-ra kar gir2-su{ki}-ta gu2-ab-ba{ki}-sze3";"grand totals of barakaralaborers  from Girsu  to Guabba";"grand total 38@@ 98";"5.876351"
"200";"7(disz) udu ki ug3-IL2-ta";"7 sheep  from UgIL";"7 sheep from Dah@@ i@@ atal the mounted messenger sheep replaced by U@@ mu the fattener";"9.103526"
"201";"kiszib3 lugal-inim-gi-na 5(u) 8(asz) 2(barig) 4(ban2) gur";"under seal of Lugalinimgina  58 gur 2 barig 4 ban2";"under seal of Lugalinimgina 193 female laborer days";"26.924762"
"202";"gurx(|SZE.KIN|)-a zar3 tab-ba a-sza3 nun-na a-sza3 nam-ha-ni u3 a-sza3 iszib-e-ne";"harvested and sheaves piled up in the Prince field in the Namhani field and in the Incantation priests field";"115 workdays at the reservoir of A@@ uda stationed under seal of Lugalinimgina";"1.947072"
"203";"sza3-bi-ta 3(gesz'u) 6(gesz2) a2(DA) u4-du8-a 4(gesz2) 2(asz) 2(barig) 5(ban2) 7(disz) 1/2(disz) sila3 dabin gur";"therefrom  216 labor freed days  242 gur 2 barig 5 ban2 7 12 sila3 barley flour";"There@@ from 3 royal entourage 1 uz@@ ga house of szub@@ uda 3 12 sila3 fine beer 1 ban2 5 sila3 holy flour";"4.141141"
"204";"1(gesz2) 3(u) 3(disz) geme2 u4 1(disz)-sze3";"93 female laborer workdays";"1 bur3 3 12 iku surface area at 1 each its barley 25 gur 3 barig field Ak@@ ia";"1.012223"
"205";"szunigin 8(asz) 3(ban2) 7(disz) 1/3(disz) sila3 9(disz) 1/2(disz) gin2 i3-nun gur";"total 8 gur 3 ban2 7 13 sila3 9 12 shekels butter oil";"total 8 gur 3 barig 5 ban2 17 12 sila3 9 shekels disz crushed cum@@ in";"20.149416"
"206";"1(disz) kusz szu-dulx(|URxDISZ.DISZ.DISZ|) 2(disz) kun gu4";"1 hide of oxen yoke  2 tails of oxen";"1 hide of ox yoke tendon of 9 oxen 2 tails of oxen horn of 2 oxen";"22.048873"
"207";"ki ur-{d}da-mu-ta 2(u) 1(asz) 2(barig) 4(ban2) ki ur-{d}lamma dumu lu2-{d}suen-ta";"from UrDamu  21 gur 2 barig 4 ban2 from UrLamma son of LuSuen";"from Ur@@ S@@ uda 1 barig 1 ban2 butter oil 1 barig 4 ban2 5 sila3 kak cheese";"8.590765"
"208";"dumu-ni-me 3(disz) nin-iri-ni-sze3 3(disz) nig2-gi-na";"being her children  3 mana wool for Ninirinie  3 mana wool for Niggina";"being her children 3 mana wool for Zim@@ u@@ id@@ agal 3 mana wool for Men@@ i@@ una";"46.606087"
"209";"kiszib3 2(disz) lu2-du10-ga 1(u) 8(disz) gurusz u4 1(disz)-sze3";"2 sealed tablets of Luduga  18 workdays male laborers";"under seal of Luduga 3 bur3 field area 6 bur3 of area a day in the upper part of the bala";"3.632170"
"210";"2(u) sze gur kiszib3 {d}szul-gi-a-ti kiszib3 dabx(U8)-ba";"2 gur of barley  under seal of ulgiati  seals taken";"2 gur barley royal measure the household manager";"9.519341"
"211";"a-a-kal-la 3(disz) sila3 kasz 2(disz) sila3 ninda 3(disz) gin2 szum2 3(disz) gin2 i3 2(disz) gin2 naga";"for Ayakalla  3 sila3 beer 2 sila3 bread 3 shekels onions 3 shekels oil 2 shekels alkaliplant";"for Ayakalla the plowman 1 bur3 2 ee3 3 12 iku surface area at 1 each 3 bur3 1 12 iku surface area at 1 each its shade per 1 gur 2 barig each";"2.865096"
"212";"pisan-dub-ba kiszib3 lu2 ensi2 ma-da-ke4-ne i3-gal2";"Basketoftablets  sealed documents of the men and governors of the land  are here";"Basketoftablets sealed documents of the house of Atu the chief priest of Atu";"31.455602"
"213";"1(disz) ur-mes dumu ugu2-du6-du6 1(disz) lugal-e";"1 Urmes the son of Ugududu  1 Lugale";"1 Urmes the door@@ keeper foreman Mes@@ ni 1 Ur@@ Itaran";"14.991107"
"214";"szunigin 1(u) la2 1(disz) sa szum2";"total 9 bundles onions";"total 1 minus 1 lambs gift of the king";"4.767707"
"215";"2(disz) masz2 giri3 ur-e11-e ugu2 lu2-{d}suen";"2 billy goats  via Uree  debit account of LuSuen";"2 billy goats via E@@ Il@@ bani";"30.895758"
"216";"a-gu-a 3(disz) sila3 kasz 2(disz) sila3 ninda 2(disz) sa szum2";"for Agua  3 sila3 beer 2 sila3 bread 2 bundles onions";"for Danni@@ ya 3 sila3 beer 2 sila3 bread 5 shekels onions";"44.833867"
"217";"iti sze-sag11-ku5-ta iti diri sze-sag11-ku5-sze3 iti 2(disz)-kam";"from month Harvest  to the extra month Harvest  it is 2 months";"months in Nippur months in Nippur months in Nippur";"3.416211"
"218";"a-sza3 nin-e-gu3-ba-de2 ki ur-sa6-ga dumu ur-gu-la";"field Ninegubade from UrSaga son of UrGula";"with the lord their o@@ ars hung out with the lord their o@@ ars hung out";"1.222797"
"219";"pisan-dub-ba nig2-ka9-ak sze lu2 nig2-dab5-ke4-ne";"Basketoftablets  accounts of grain  of the requisitioners";"Basketoftablets accounts of the t@@ anners";"30.414436"
"220";"1(disz) a-tu ... 1(disz) ur-... ugula szu-...";"1 Atu   1 Ur  ugula u";"1 Atu 1 they are various men";"24.446151"
"221";"4(ban2) 2(disz) sila3 u2-kur 1(ban2) 5(disz) 5/6(disz) sila3 2(disz) gin2 numun za3-hi-li";"4 ban2 2 sila3 u2kur spice  1 ban2 5 56 sila3 2 shekels cress seed";"4 ban2 2 sila3 of g@@ hee 4 ban2 of fine oil 4 ban2 5 sila3 of regular offerings 12th house";"14.051677"
"222";"4(asz) 4(barig) kiszib3 ur-nigar{gar} nu-banda3 da-da";"4 gur 4 barig Urnigar superintendent Dada";"4 gur 4 barig Urnigar superintendent Dada 8 gur 2 barig under seal of ang@@ u";"37.239099"
"223";"ugula ...-la kiszib3 ur-{d}szara2 mu ma2 {d}en-ki ba-ab-du8";"foreman la  under seal of Urara  year The boat of Enki was caulked";"foreman Dad@@ aga 4 Ar@@ ad@@ Nanna the throne bearer 1 Ur@@ Get@@ inan@@ ka";"2.627962"
"224";"u4 2(disz)-kam ki ab-ba-sa6-ga-ta szu-ma-ma";"2nd day  from Abbasaga  uMama";"27th day slaughtered with Ball@@ i month Big@@ festival";"4.767707"
"225";"szunigin 3(u) 4(disz) dumu 1(disz) ma-na-ta";"total 34 children 1 mina each";"total 3 under seal of Erra 53 grainfed oxen";"4.767707"
"226";"lu2-{d}nam2-an-ka i3-gal2 mu {d}amar-{d}suen lugal";"Lunamanka  are here  year AmarSuen is king";"la the plowman 2 gur an@@ inga";"3.283637"
"227";"($ blank space $) geme2 u4 1(disz)-sze3 a-sza3 iszib-e-ne";"workdays at the field iibpriests";"for his life he dedicated this to her";"2.761199"
"228";"gub-ba-am3 szunigin 1(u) la2 1(disz) geme2 3(disz) ma-na-ta";"it is the staff stationed  total 9 female laborers 3 mana each";"are the debit There@@ from 1 talent 5 mana copper";"4.085507"
"229";"1(disz) sila4 lu2-{d}asar-lu2-hi szabra 2(disz) sila4 ensi2 nibru{ki}";"1 lamb from LuAsalluhi the household manager  2 lambs from the ensi of Nippur";"1 lamb Lu@@ Gul@@ a a 1 lamb of Ad@@ Gul@@ a";"6.344849"
"230";"nig2-dab5 tug2 a-gi4-um szar3 ki {d}utu-GIR2@g-gal giri3 szar-ru-um-i3-li2";"nigdaboffering of the royal agium garment  with UtuGIR2gal via arrumIli";"with Lukalla 2 male laborers overseer ARADmu";"4.278179"
"231";"iti diri mu si-ma-num2{ki} ba-hul {d}szu-{d}suen";"month extra year Simanum was destroyed uSuen";"month Extra year Kima was destroyed";"16.341219"
"232";"szunigin 5(disz) sila3 kasz saga szunigin 6(disz) gin2 i3";"total 5 sila3 of highquality beer total 6 shekels of oil";"total 5 sila3 fine beer total 6 sila3 beer";"23.899977"
"233";"e2-kiszib3-ba a2-ti-e2-sag{ki} 1(gesz2) 3(u) la2 5(u)";"the warehouse AtiEsag  9 less 5";"basket@@ oftablets fodder of rams grainfed fine and rams";"2.383854"
"234";"1(disz) geme2-{d}lamma dumu-ni-me 2(disz) nin-ib2-ta-e3";"and 1 for GemeLamma  being her children  2 mana wool for Ninibtae";"and 1 for Geme@@ AmarSuen being her children 3 mana wool for Gem@@ em@@ unu@@ ku@@ ga";"19.405472"
"235";"pisan-dub-ba gurum2-ak kiszib3-ba e2 {d}ig-alim";"Basketoftablets  inspections sealed documents  of the house of Igalim";"Basketoftablets inspections of the house of the chair@@ holder";"35.494811"
"236";"szunigin 6(disz) gin2 naga szunigin 3(disz) ku6 3(disz) sa szum2";"total 6 shekels alkaliplant  total 3 fish 3 bundles onions";"total 6 3 I@@ pae son of Lugalu@@ ur";"9.442944"
"237";"pisan-dub-ba udu tag-tag e2-tum-e";"Basketoftablets  sheep weaving  to the chambers";"Basketoftablets inspections of the Eanna temple in the Eanna temple";"4.990050"
"238";"mu za-ab-sza-li{ki}-sze3 mu-bi mu 2(disz)-am3 iti-bi iti 2(u) 4(disz)-am3";"to year Zabali  the years 2 years   the months 24 months";"year Zabali was destroyed are here year ar@@ si was destroyed";"7.495553"
"239";"iti sze-sag11-ku5 mu {d}amar-{d}suen lugal-e ur-bi2-lum{ki} mu-hul";"month Harvest  year AmarSuen the king Urbilum destroyed";"month Harvest year AmarSuen is king Aba@@ is@@ ege";"31.559845"
"240";"ki ga-ba-tal 1(disz) gu4 u2 5(disz) udu u2";"with Gabatal  1 ox grassfed 5 sheep grassfed";"from Ning@@ et@@ ins Golden Field to Nin@@ hur@@ sa@@ ga@@ a Place of Enlil from Nin@@ hur@@ sag@@ as Place of Enlil";"0.823332"
"241";"iti ezem-mah mu {d}amar-{d}suen lugal-e ur-bi2-lum{ki} mu-hul";"month Grand Festival  year King AmarSin Urbilum destroyed";"month Grand Festival year AmarSuen is king";"35.640265"
"242";"1(disz) inim-ma-dingir dam-gar3 1(disz) ur-{d}nu-musz-da lu2 ki-ba gub-ba-me";"1 Inimadingir the trade agent  1 UrNumuda  are men at the place stationed";"1 ceremonial garment and thin beaten garment 1 fl@@ ask of scented oil did Bar@@ an@@ am@@ tar@@ a";"2.407486"
"243";"szunigin 2(gesz'u) 9(gesz2) 5(u) 6(asz) 3(barig) 3(disz) 2/3(disz) sila3 duh gur";"total 1796 gur 3 barig 3 23 sila3 bran";"total 2 bur3 surface area at 1 12 each total 13 bur3 2 ee3 14 iku surface area at 1 each";"1.816085"
"244";"x szu-ku6 ugula lugal-ku3-ga-ni n il2 ur-sze3";"fisherman overseer Lugalkugani  n porters";"and they approach and they approach he brings forth";"2.383854"
"245";"7(gesz2) 2(u) 2(disz) 1/2(disz) sar al 5(disz) sar-ta";"442 12 sar hoed at 5 sar per day";"7 bur3 field area 25 gur Lugal@@ Ku@@ zu the plowman 1 ee3 field area 6 gur Luduga son of Lugal@@ kiri6";"0.863612"
