"Sentence Nr";"Source sentence";"Human translated sentence";"First machine translated sentence";"First machine translated sentence bleu score"
"129";"1(asz) 1(barig) x gur zi3 kiszib3 ur-{d}lugal-banda3";"1 gur n sila3 flour  under seal of Urlugalbanda";"1 gur 1 barig 3 ban2 barley in the royal gur deficit of the barley of the field of Iriul Ludingira the son of";"3.482271"
"130";"4(ban2) dabin 7(disz) sila3 ninda AB u4 1(disz)-kam";"4 ban2 barley flour 7 sila3 ABbread on the 1st day";"4 ban2 barley flour 7 sila3 ABbread on the 1st day 5 ban2 4 sila3 barley flour";"61.021692"
"131";"ugula lu2-gi-na 1(gesz'u) 3(u) 1(asz) 3(barig) sze gur";"foreman Lugina  631 gur 3 barig barley";"the foreman Abbagula 2 12 iku the surface of the irrigationinletplot";"3.747777"
"132";"sza3 nibru{ki} iti ki-siki-{d}nin-a-zu mu us2-sa ma2 dara4-abzu {d}en-ki-ka ba-ab-du8";"in Nippur  month Wool center of Ninazu  year following The barge Daraabzu of Enki was caulked";"in Nippur month kisiki of Ninazu year Kima and urti were destroyed";"15.190913"
"133";"u4 1(u)-sze3 kam-sal4-la{ki}-ta nibru{ki}-sze3 ma2 gid2-da ma2 ba-al-la";"for 1 days from Kamsala to Nippur barge punted barge unloaded";"When the pickaxes struck the true temple and city the people wailed";"1.693249"
"134";"2(asz) mu ur-{d}szusz3-{d}ba-ba6-sze3 kiszib3 a-ab-ba nu-banda3-gu4";"2 gur in place of UruBaba under seal of Aabba the supervisor of oxen";"2 gur UruBaba 2 gur in place of UruBaba under seal of Aabba the supervisor of oxen";"80.531220"
"135";"e2 nam-ha-ni e2 {d}szu-{d}suen e2 {d}nin-gesz-zi-da";"for the house of Namani  for the house of Suen  for the house of Ningezida";"his brother household of Namani month Amarayasi";"4.188694"
"136";"giri3 ur-e2-babbar2 u3 lugal-siskur2-re 2(u) 9(asz) 3(barig) 4(ban2) gur";"via UrEbabbar and Lugalsiskure 29 gur 3 barig 4 ban2";"via UrEbabbar and Lugalsiskure total 66 gur 4 barig 3 ban2";"28.735393"
"137";"pisan-dub-ba nig2-ka9-ak lu2 nig2-dab5 gu4 udu-ke4-ne";"Basketoftablets  accounts  men takers of oxen and sheep";"Basketoftablets accounts of the inspectors the labor of the female workers";"8.295194"
"138";"1(gesz2) gurusz al 5(disz) sar-ta {d}szara2-mu-tum2 engar";"6 workers each hoeing 5 sar  aramutum the plot manager";"1 workdays barge punted 5 workdays barge unloaded";"4.300848"
"139";"lugal an-ub-da limmu2-ba nu-ur2-esz18-dar dub-sar";"king of the four corners  scribe  scribe";"king of the four corners Aamwaqar scribe";"64.345888"
"140";"{d}szul-gi-a-mu i3-dab5 iti u4 2(u) 8(disz) ba-zal";"ulgiayamu accepted  of the month the 28th day passed";"The topicsvocabularies of the art of the scribal stu@@ dent By your hand they are produced But when asks after you they say do not en@@ trust it your tablet to anyone";"2.567439"
"141";"gu2-ab-ba{ki}-sze3 i3-gal2 bala dug sag";"to Guabba  are here  bala of the headjugs";"to Guabba are here year";"36.701246"
"142";"u4 1(disz)-sze3 i7 sal4-la{ki}-asz ma2 gid2-da";"for 1 day to the Salla canal boat towed";"its lamentation hangs heavy on me I trembled on account of that day but I did not flee before the days violence";"2.054027"
"143";"pisan-dub-ba im sze muhaldim lugal-a2-zi-da-sze3";"Basketoftablets  tablets of the barley of the cooks  for Lugalazida";"Basketoftablets tablets credits of the atamofficials and tablets";"12.164634"
"144";"1(disz) masz2 ba-usz2 ki ku3-ga-ni-ta kiszib3 lu2-kal-la";"1 billy goat slaughtered  from Kugani  under seal of Lukalla";"1 goat from Lugalazida";"4.690734"
"145";"1/2(disz) inim-{d}inanna sza3-gu4 lugal-nesag-e gab2-us2 nig2-du7-pa-e3";"12 workman InimInanna  oxen driver of Lugalnesage  herding apprentice of Nigdupae";"12 workman the field Duigiiriuta";"6.434819"
"146";"u4 7(disz)-kam iti sig4-{gesz}i3-szub-ba-gar mu us2-sa ma2 {d}en-ki ba-ab-du8";"7th day  month Bricksplacedinmoulds  year following The barge of Enki was caulked";"7th day month Housemonth6 year Suen the king of Ur the great stele of Enlil erected";"10.343603"
"147";"szunigin 2(barig) 1(ban2) 4(disz) 1/2(disz) sila3 zi3";"total 2 barig 1 ban2 4 12 sila3 of flour";"total 2 barig 1 ban2 4 12 sila3 of flour taxes being on the street from Ikalla";"54.501767"
"148";"1(disz) {munus}asz2-gar3 niga {d}en-lil2 mu-kux(DU) szu-da-da";"1 female kid barleyfed  for Enlil  delivery of Dada";"1 female kid from x@@ men 1 nanny";"18.141207"
"149";"nam-1(u) sza-at-bi-zi-il 6(gesz2) i-ti-rum 1(gesz'u) a-di-ti";"1troop of atbizil  36 by Anahepat  6 by Aditi";"subtotal 78 workmen therefrom 4 male laborers foreman Akalla";"2.383854"
"150";"sze ninda ur5-ra lu2 mar-sa kiszib3 ma2-gur8-re";"barley bread interestbearing for the shipyard people under seal of Magure";"barley interestbearing for the plowmen 3 gur 2 barig 1 ban2 for various scribes under seal of Luugina";"13.973537"
"151";"szu ba-an-ti iti szu-esz5-sza mu {d}i-bi2-{d}suen lugal uri5{ki}-ma-ke4 nibru{ki} uri5{ki}-ma bad3-gal-bi mu-du3";"receive  month uea  year IbbiSuen king of Ur in Nippur Urs BigWall did erect";"I shall say a word to you you should pay attention to it Mar@@ ry a wife of your choice";"1.914603"
"152";"pisan-dub-ba nig2-ka9 lu2 szuku dab5-ba bala-a-ke4-ne";"Basketoftablets  Accounts of men accepting rations of the balas";"Basketoftablets accounts of the requisitioners";"10.623727"
"153";"u4 1(u) 1(disz)-kam iti {d}li9-si4 mu si-ma-num2{ki} ba-hul ...";"11th day  month Lisi  year Simanum was destroyed";"the day the fosterchild If a man cannot raise a fosterchild according to his a@@ bilities";"2.445594"
"154";"2(barig) 3(ban2) ki lugal-e2-mah-e-ta 1(asz) 4(barig) 1(ban2) gur ki ur-mes-ta";"2 barig 3 ban2 from Lugalemae  1 gur 4 barig 1 ban2 from Urmes";"2 barig 3 ban2 from Lugalemae 1 gur 4 barig 1 ban2 from Urmes 2 barig";"86.117353"
"155";"a2-bi u4 1(u) la2 1(disz) 1(gesz'u) 2(gesz2) 2(u) 2(disz) 1/2(disz) sar al 1(u) 5(disz) sar-ta";"its labor 9 days  742 12 sar of hoeing at 15 sar a day";"its labor 1 days 9 sar hoed at 1 sar per day its labor 5 workdays harvested";"6.468491"
"156";"u3 sze nig2-gal2-la giri3 ur-{d}lamma dumu sa12-du5";"and barley on hand  via UrLamma son of chief surveyor";"and 3 gur barley seed fields of the worktroops its sealed tablets 2";"4.065425"
"157";"szunigin 2(ban2) 3(disz) sila3 ninda szunigin 7(disz) gin2 i3";"total 2 ban2 3 sila3 bread total 7 shekels oil";"total 2 ban2 3 sila3 bread total 7 shekels oil";"100.000000"
"158";"mu {d}amar-{d}suen lugal la2-ia3 5(asz) sze gur lugal";"year AmarSuen is king  The debit 5 royal gur of barley";"year AmarSuen the king destroyed Urbilum from the governor under seal of Ikalla";"7.347053"
"159";"4(ban2) 7(disz) sila3 dabin 7(disz) sila3 ninda AB u4 3(disz)-kam";"4 ban2 7 sila3 barley flour 7 sila3 ABbread on the 3rd day";"4 ban2 7 sila3 barley flour 7 sila3 ABbread on the 5th day 5 ban2 barley flour";"62.363630"
"160";"1(disz) udu ri-im-i3-li2 ab-ba-kal-la szu ba-ti";"1 sheep of Rimili  did Abbakala receive";"1 sheep before the god Enki 1 sheep 5 ban2 for Nanna";"6.772997"
"161";"1(disz) gu4 5(disz) udu u2 igi-kar2 dam sukkal-mah";"1 ox  5 sheep grainfed  birth gift for the wife of the sukkalma";"1 ox 5 sheep grainfed birth gift for the wife of the sukkalma";"100.000000"
"162";"sze-bi 4(u) 6(asz) gur a-sza3 {d}amar-{d}suen-{d}szara2-ki-ag2";"its barley 46 gur  field AmarSuenarakiag";"its barley 42 gur 2 barig its emmer 6 gur 2 barig";"7.495553"
"163";"ku3-bi 1/2(disz) ma-na 5(disz) 2/3(disz) gin2 1(u) 5(disz) sze";"its silver 12 mana 5 23 shekels 15 grains";"its silver 12 mana 1 shekel 4 gur 2barig 3 sila3 EAbitumen";"21.200627"
"164";"1(iku) GAN2 1(asz) gur-ta gir2-su{ki}-ta";"1 iku fields  1 gur each  from Girsu";"1 iku its field 3 lidga measures 2 barig barley additional payment";"6.772997"
"165";"2(ban2) 8(disz) 2/3(disz) sila3 zi3 ba-ba sze x";"2 ban2 8 23 sila3 of babaflour";"2 ban2 8 23 sila3 of baba@@ flour 5 gur 2 barig 1 ban2 7 sila3 of x peaflour flour 15 gur 1 barig 5 ban2 5 sila3 of semolina";"15.295559"
"166";"5(disz) sila3 kasz 5(disz) sila3 ninda ur-{d}nansze";"5 sila beer 5 sila ninda UrNane";"5 sila3 beer 5 sila3 bread 5 shekels onions 3 shekels oil for Nabasa 5 sila3 beer 5 sila3 bread 5 shekels onions 3 shekels oil 1 shekel alkaliplant";"2.847964"
"167";"amar-ku5 dumu usz-bar-me 8(gesz2) n 2(u) 6(asz) 3(barig) 2(ban2) 9(disz) sila3 gur";"for the castrated children of the weavers 48  26 gur 3 barig 2 ban2 9 sila3";"the calves of ab2-@@ young lambs and calves of an old day their calves he brought into the earth";"2.664321"
"168";"mu-kux(DU) ur-{d}suen dumu-lugal 1(disz) {munus}asz2-gar3 niga mu-kux(DU) {d}utu-GIR2@g-gal";"delivery of UrSuen son of the king  1 barleyfed female kid delivery of UtuGIRgal";"delivery of UrSuen the plowman 1 bur3 surface area at 1 less 1 each total its barley 1 silo 243 gur 2 barig 1 ban2 8 sila3 total its emmer 166 gur 4 barig 5 sila3";"4.336623"
"169";"1(barig) 1(ban2) gig kiszib3 lugal-ra-ni n 2(asz) 1(barig) gur kiszib3 ur-{d}da-mu";"1 gur 1 ban2 wheat  under seal of Lugalrani   2 gur 1 barig under seal of UrDamu";"1 barig and 1 ban2 6 sila3 under seal of LuEnlila and 1 gur 6 13 sila3 7 12 shekels";"11.794224"
"170";"szunigin 1(esze3) GAN2 8(disz) 1/2(disz)-ta szunigin sze-bi 7(gesz2) 2(asz) 4(ban2) gur";"total 1 ee3 surface area at 8 12 each  total its barley 422 gur 4 ban2";"total 1 ee3 surface area field of the bala at 1 less 1 each total its barley 1 silo 243 gur 2 barig 1 ban2 8 sila3 total its emmer 166 gur 4 barig 5 sila3";"18.566775"
"171";"e2 {d}dumu-zi 1(gesz2) 2(u) szabra 8(disz) nu-banda3-gu4 2(u)-ta";"household of Dumuzi  8 the household manager  8 oxen managers at 2 each";"household of Dumuzi 1 overseer out of the city not going total 1714 laborers per city";"9.782376"
"172";"dumu da-da-ga ensi2 umma{ki}";"son of Dadaga  governor  of Umma";"son of Dadaga governor of Umma";"100.000000"
"173";"sze-bi 1(u) 7(asz) 4(barig) gur a-sza3 ...";"its barley 17 gur 4 barig  field";"its barley 17 gur 4 barig field Puauz";"84.089642"
"174";"ki ur-{d}da-mu-ta 1(disz) ur-ga2-gi4-a 1(disz) lugal-he2-gal2";"from UrDamu  did 1 Urgagia  one Lugalegal";"from Urbagara the animal fattener 64 gur 1 barig 2 ban2 5 sila3";"3.673527"
"175";"2(asz) 4(ban2) 3(disz) sila3 1(u) 1(disz) 2/3(disz) gin2 gur";"2 gur 4 ban2 3 sila3 11 23 shekels barley from Lugalnesage";"2 gur 4 ban2 barley measured in royal gur as a barley loan";"20.448007"
"176";"i3-gal2 mu si-mu-ru-um{ki} lu-lu-bu{ki} a-ra2 1(u) la2 1(disz)-kam-asz ba-hul";"are here  year Simurum Lulubu for the 9th time were destroyed";"are here year Simurum and Lullubu for the nth time were destoyed";"28.646290"
"177";"lugal an-ub-da limmu2-ba-ke4 a-a-kal-la ensi2";"king of the four corners to Ayakala governor";"king of heaven with its four corners Ayakalla governor";"14.258770"
"178";"7(disz) masz2-gal niga 4(disz)-kam us2 1(u) {munus}asz2-gar3 niga 4(disz)-kam us2";"7 bucks barleyfed 4th grade  1 female kids barleyfed 4th grade";"7 bucks in the street to be sent out to his city My gate is a young male donkey";"4.048893"
"179";"1(ban2) zi3 sig15 lugal 2(disz) sa gi ninda gur4-ra";"1 ban2 groats royal measure  2 bundles reed fatbreads";"1 ban2 groats royal measure 2 bundles reed fatbreads 2 bundles poplar";"71.029922"
"180";"e2 {d}... 1(gesz2) 1(u) szabra";"household of   7 the household manager";"the house of the exchange agents Nabasa the house of the fatteners";"4.027248"
"181";"u3 ur-e2-nun-na nu-banda3-gu4 i3-gal2 mu bad3 mar-tu ba-du3";"and UrEnuna manager of oxen  are here  year The Amorite wall was erected";"and UrEnunna 5 gur 1 barig 5 ban2 under seal of Gutar";"3.705247"
"182";"1(u) la2 1(disz) sila4 1(disz) masz2";"1 less 1 lambs  1 billy";"1 talent for the cantors 1 talent peaflour for the officerofsixty 1 12 talents peaflour for KUge of the offering table";"2.390102"
"183";"ku3-bi 1/2(disz) ma-na 9(disz) gin2 1(u) 8(disz) sze";"its silver 12 mana 9 shekels 18 grains";"its silver 12 mana 1 shekel 4 gur 2barig 3 sila3 EAbitumen";"21.200627"
"184";"5(u) 3(disz) amar ... sze-bi-... iti ezem-{d}szul-gi-ta";"53  calves   its barley  from month Festival of ulgi";"58 talents 23 13 minas of yel@@ low@@ ish wool";"4.196115"
"185";"{d}nanna-gal-zu dub-sar dumu {d}en-lil2-dingir-zu";"Nannagalzu  scribe  son of Enlildingirzu";"The lumah priest and eredigir priestess would not be chosen by extispicy Among the troops neither general nor sar@@ ge@@ ant would possess command over them";"0.722290"
"186";"sa gu4 3(disz)-kam si gu4 3(disz)-kam";"tendon of 3 oxen  horn of 3 oxen";"tendon of 3 oxen horn of 3 oxen";"100.000000"
"187";"n 3(iku) 1/2(iku) 1/4(iku) GAN2 su3";"3 34 iku surface fallow";"n 3 12 iku surface area at 8 12 each its barley 4 gur";"6.285596"
"188";"2(disz) ma2 1(gesz2) gur 2(ban2)-ta ma2-lah5-bi i3-ib2-u3";"2 barges of 6 gur capacity 2 ban2 per day each their skippers piloting";"2 boats of 4 gur at 1 ban2 rent per day its skippers piloting for 32 days";"7.692375"
"189";"3(disz) gu4 ab2 3(u) 6(disz) udu";"total 3 oxen and cows 36 small cattle";"3 cows barleyfed for Inanna";"6.971729"
"190";"3(disz) nin-ga2-kam sza3 gurum2 lu2-{d}utu ... nin-inim-gi-na";"3 mana wool for Ningakam  from the inspection of LuUtu   nininimgina";"3 mana wool for Inbadbad from the inspection of Daada 3 mana wool for Nininimgina";"32.903859"
"191";"8(disz) 1/3(disz) ma-na siki ur-su4-su4 i3-dab5";"8 13 mana wool  Ursusu received";"8 13 shekels silver because of the men of the men from corve duty under seal of UrNamma the son of the Ekinugal temple";"3.146587"
"192";"2(u) 2(asz) gu2 4(disz) 5/6(disz) ma-na siki-gi";"22 talents 4 56 mina tan wool";"2 talents total 13 12 talents reeds with UrBaba the cook";"3.747777"
"193";"7(disz) {gesz}epir2 x x 1(disz) {gi}kid ki-la2-bi 1/3(disz) sar x gu-la";"7    1 mat its size 13 sar";"7 times 7 grainfattened cattle and fattened sheep as siskur2offerings before Nintu The chief mini@@ sters of the Cedar Mountain Elam Marai Gutium Subartu";"1.573293"
"194";"sa2-du11 a-ra2 1(disz)-kam 3(disz) sila3 i3-nun";"first saduallotment  3 sila3 butter oil";"regular offerings for ara and regular offerings for ulgi from Gududu";"1.873888"
"195";"iti 1(u) 1(disz)-kam i3-gal2 iti sig4-{gesz}i3-szub-ba-gar-ra-ta";"a period of 11 months  are here  from month Bricks set in the molds";"months in Nippur months in Nippur months in Nippur";"3.253062"
"196";"1(gesz2) 2(barig) sze gur lugal la2-ia3 su-ga";"6 gur 2 barig barley royal measure  deficit repaid";"1 gur 2 barig barley royal measure deficit repaid";"86.334002"
"197";"pisan-dub-ba e2-tum gesz ku3-ta du8-ha mu ha-ar-szi{ki} hu-ur5-ti{ki}";"Basketoftablets  chambers   year ari urti";"Basketoftablets chambers of Enlila";"24.880469"
"198";"a-ru-a ur-{d}lamma 3(disz) nin-bur-szu-ma a-ru-a szu-na";"donated by UrLamma  3 mana wool for Ninburuma  donated by una";"donated by UrLamma son of Urnig 3 mana wool for 3 mana";"30.661487"
"199";"nigin-ba bar-ra kar gir2-su{ki}-ta gu2-ab-ba{ki}-sze3";"grand totals of barakaralaborers  from Girsu  to Guabba";"grand total 3898";"7.175721"
"200";"7(disz) udu ki ug3-IL2-ta";"7 sheep  from UgIL";"7 rams from Nisabaandul chief household administrator unsealed";"6.567275"
"201";"kiszib3 lugal-inim-gi-na 5(u) 8(asz) 2(barig) 4(ban2) gur";"under seal of Lugalinimgina  58 gur 2 barig 4 ban2";"under seal of Lugalinimgina 35 gur 4 barig 1 ban2 5 sila3 of barley";"21.142142"
"202";"gurx(|SZE.KIN|)-a zar3 tab-ba a-sza3 nun-na a-sza3 nam-ha-ni u3 a-sza3 iszib-e-ne";"harvested and sheaves piled up in the Prince field in the Namhani field and in the Incantation priests field";"harvested and sheaves piled up in the Audagula field in the Audatur field and in the Governor field";"51.793510"
"203";"sza3-bi-ta 3(gesz'u) 6(gesz2) a2(DA) u4-du8-a 4(gesz2) 2(asz) 2(barig) 5(ban2) 7(disz) 1/2(disz) sila3 dabin gur";"therefrom  216 labor freed days  242 gur 2 barig 5 ban2 7 12 sila3 barley flour";"Therefrom 3 bur3 1 ee3 3 iku field at 1 barig each 2 ee3 3 iku surface area at 1 less 1 each its barley 46 gur";"1.962673"
"204";"1(gesz2) 3(u) 3(disz) geme2 u4 1(disz)-sze3";"93 female laborer workdays";"13 workdays male laborers irrigation work in the field BeforeEmah and in the field Ninura";"2.627962"
"205";"szunigin 8(asz) 3(ban2) 7(disz) 1/3(disz) sila3 9(disz) 1/2(disz) gin2 i3-nun gur";"total 8 gur 3 ban2 7 13 sila3 9 12 shekels butter oil";"total 8 gur 3 barig 5 ban2 less 1 sila3 barley total 8 gur 3 barig 2 ban2 emmer total 1 barig 1 ban2 wheat";"10.435186"
"206";"1(disz) kusz szu-dulx(|URxDISZ.DISZ.DISZ|) 2(disz) kun gu4";"1 hide of oxen yoke  2 tails of oxen";"1 hide of ox yoke tendon of 9 oxen";"21.105341"
"207";"ki ur-{d}da-mu-ta 2(u) 1(asz) 2(barig) 4(ban2) ki ur-{d}lamma dumu lu2-{d}suen-ta";"from UrDamu  21 gur 2 barig 4 ban2 from UrLamma son of LuSuen";"from the ur- account of SAR@@ died 1 billy goat straw carried out from the account of a female slave";"2.519759"
"208";"dumu-ni-me 3(disz) nin-iri-ni-sze3 3(disz) nig2-gi-na";"being her children  3 mana wool for Ninirinie  3 mana wool for Niggina";"and 1 12 for Namninani her child and 3 for Gemeubar";"4.419021"
"209";"kiszib3 2(disz) lu2-du10-ga 1(u) 8(disz) gurusz u4 1(disz)-sze3";"2 sealed tablets of Luduga  18 workdays male laborers";"sealed document of UrSuen Partial sum 1886 total its labor 37 days";"4.027248"
"210";"2(u) sze gur kiszib3 {d}szul-gi-a-ti kiszib3 dabx(U8)-ba";"2 gur of barley  under seal of ulgiati  seals taken";"2 gur barley royal measure the household manager";"9.519341"
"211";"a-a-kal-la 3(disz) sila3 kasz 2(disz) sila3 ninda 3(disz) gin2 szum2 3(disz) gin2 i3 2(disz) gin2 naga";"for Ayakalla  3 sila3 beer 2 sila3 bread 3 shekels onions 3 shekels oil 2 shekels alkaliplant";"for Dada 3 sila3 beer 2 sila3 bread 5 shekels onions 3 shekels oil 2 shekels alkaliplant";"70.858764"
"212";"pisan-dub-ba kiszib3 lu2 ensi2 ma-da-ke4-ne i3-gal2";"Basketoftablets  sealed documents of the men and governors of the land  are here";"Basketoftablets sealed documents of the governor of Awal";"28.962047"
"213";"1(disz) ur-mes dumu ugu2-du6-du6 1(disz) lugal-e";"1 Urmes the son of Ugududu  1 Lugale";"1 Urmes son of Ursaga 1 son of Ursaga";"14.258770"
"214";"szunigin 1(u) la2 1(disz) sa szum2";"total 9 bundles onions";"total 1 minus 1 lambs gift of the king";"4.767707"
"215";"2(disz) masz2 giri3 ur-e11-e ugu2 lu2-{d}suen";"2 billy goats  via Uree  debit account of LuSuen";"2 billy goats via ARADdam";"30.048439"
"216";"a-gu-a 3(disz) sila3 kasz 2(disz) sila3 ninda 2(disz) sa szum2";"for Agua  3 sila3 beer 2 sila3 bread 2 bundles onions";"Agua the messenger sent to Persia 1 pot of dida beer 6 shekels of oil 1 ban of bread 2 shekels of oil 2 shekels of alkali";"3.490181"
"217";"iti sze-sag11-ku5-ta iti diri sze-sag11-ku5-sze3 iti 2(disz)-kam";"from month Harvest  to the extra month Harvest  it is 2 months";"to month Oxen its labor 13 mana 2 shekels silver";"4.521357"
"218";"a-sza3 nin-e-gu3-ba-de2 ki ur-sa6-ga dumu ur-gu-la";"field Ninegubade from UrSaga son of UrGula";"the field of Gaiub 2 iku field 3 gur Lugalgigire";"4.990050"
"219";"pisan-dub-ba nig2-ka9-ak sze lu2 nig2-dab5-ke4-ne";"Basketoftablets  accounts of grain  of the requisitioners";"Basketoftablets accounts of barley silver copper of the exchange agents and foremen of weavers";"13.292418"
"220";"1(disz) a-tu ... 1(disz) ur-... ugula szu-...";"1 Atu   1 Ur  ugula u";"1 Atu 1 they are various men";"24.446151"
"221";"4(ban2) 2(disz) sila3 u2-kur 1(ban2) 5(disz) 5/6(disz) sila3 2(disz) gin2 numun za3-hi-li";"4 ban2 2 sila3 u2kur spice  1 ban2 5 56 sila3 2 shekels cress seed";"4 ban2 2 sila3 u2kur spice 1 ban2 5 sila3 cress seed seed regular provisions";"61.000345"
"222";"4(asz) 4(barig) kiszib3 ur-nigar{gar} nu-banda3 da-da";"4 gur 4 barig Urnigar superintendent Dada";"4 gur 4 barig Urnigar superintendent Dada 8 gur 2 barig under seal of angu";"40.016016"
"223";"ugula ...-la kiszib3 ur-{d}szara2 mu ma2 {d}en-ki ba-ab-du8";"foreman la  under seal of Urara  year The boat of Enki was caulked";"foreman -la under seal of Ludingira year AmarSuen the king destroyed Urbilum";"13.177930"
"224";"u4 2(disz)-kam ki ab-ba-sa6-ga-ta szu-ma-ma";"2nd day  from Abbasaga  uMama";"2nd day from Abbasaga did ulgiayamu accept";"41.113362"
"225";"szunigin 3(u) 4(disz) dumu 1(disz) ma-na-ta";"total 34 children 1 mina each";"total 34 children 1 mina each total 1 old female laborers 2 mana each their textiles 3";"28.175950"
"226";"lu2-{d}nam2-an-ka i3-gal2 mu {d}amar-{d}suen lugal";"Lunamanka  are here  year AmarSuen is king";"for Urgigir the chief of the granary total 19 gur 2 barig";"1.693249"
"227";"($ blank space $) geme2 u4 1(disz)-sze3 a-sza3 iszib-e-ne";"workdays at the field iibpriests";"total 232 doe goats total 1 male mountain goat";"2.383854"
"228";"gub-ba-am3 szunigin 1(u) la2 1(disz) geme2 3(disz) ma-na-ta";"it is the staff stationed  total 9 female laborers 3 mana each";"are my city Girsu 1 less 1 sheep";"1.674752"
"229";"1(disz) sila4 lu2-{d}asar-lu2-hi szabra 2(disz) sila4 ensi2 nibru{ki}";"1 lamb from LuAsalluhi the household manager  2 lambs from the ensi of Nippur";"1 lamb for the god Utu delivery the governor of uruppak";"7.175378"
"230";"nig2-dab5 tug2 a-gi4-um szar3 ki {d}utu-GIR2@g-gal giri3 szar-ru-um-i3-li2";"nigdaboffering of the royal agium garment  with UtuGIR2gal via arrumIli";"nigdaboffering of a sa@@ flour with the zabardab via Hu@@ ba";"9.425160"
"231";"iti diri mu si-ma-num2{ki} ba-hul {d}szu-{d}suen";"month extra year Simanum was destroyed uSuen";"month Extra year Kima was destroyed";"16.341219"
"232";"szunigin 5(disz) sila3 kasz saga szunigin 6(disz) gin2 i3";"total 5 sila3 of highquality beer total 6 shekels of oil";"total 5 sila3 fine beer total 6 sila3 beer";"23.899977"
"233";"e2-kiszib3-ba a2-ti-e2-sag{ki} 1(gesz2) 3(u) la2 5(u)";"the warehouse AtiEsag  9 less 5";"weaving house of uSuen in Nigin month GANma";"2.761199"
"234";"1(disz) geme2-{d}lamma dumu-ni-me 2(disz) nin-ib2-ta-e3";"and 1 for GemeLamma  being her children  2 mana wool for Ninibtae";"1 for Geme2an daughter of Ninbazi";"5.971933"
"235";"pisan-dub-ba gurum2-ak kiszib3-ba e2 {d}ig-alim";"Basketoftablets  inspections sealed documents  of the house of Igalim";"Basketoftablets inspections of the dumudaba";"13.575915"
"236";"szunigin 6(disz) gin2 naga szunigin 3(disz) ku6 3(disz) sa szum2";"total 6 shekels alkaliplant  total 3 fish 3 bundles onions";"total 6 shekels alkaliplant total 3 bundles onions total 2 bundles alkaliplant";"51.566269"
"237";"pisan-dub-ba udu tag-tag e2-tum-e";"Basketoftablets  sheep weaving  to the chambers";"Basketoftablets rams rams from the street plucked and accounts";"5.669791"
"238";"mu za-ab-sza-li{ki}-sze3 mu-bi mu 2(disz)-am3 iti-bi iti 2(u) 4(disz)-am3";"to year Zabali  the years 2 years   the months 24 months";"year Zabali was destroyed for the 3rd time did not return";"8.295194"
"239";"iti sze-sag11-ku5 mu {d}amar-{d}suen lugal-e ur-bi2-lum{ki} mu-hul";"month Harvest  year AmarSuen the king Urbilum destroyed";"month Harvest year AmarSuen the king Urbilum destroyed";"100.000000"
"240";"ki ga-ba-tal 1(disz) gu4 u2 5(disz) udu u2";"with Gabatal  1 ox grassfed 5 sheep grassfed";"from the mountain gone from the mountain descended Sama@@ na";"2.098057"
"241";"iti ezem-mah mu {d}amar-{d}suen lugal-e ur-bi2-lum{ki} mu-hul";"month Grand Festival  year King AmarSin Urbilum destroyed";"month FestivalofAn year The high priest of Eridu was installed";"4.990050"
"242";"1(disz) inim-ma-dingir dam-gar3 1(disz) ur-{d}nu-musz-da lu2 ki-ba gub-ba-me";"1 Inimadingir the trade agent  1 UrNumuda  are men at the place stationed";"1 Nin@@ tul@@ sag 1 Getinana Lugalbarabe";"3.314288"
"243";"szunigin 2(gesz'u) 9(gesz2) 5(u) 6(asz) 3(barig) 3(disz) 2/3(disz) sila3 duh gur";"total 1796 gur 3 barig 3 23 sila3 bran";"total 2 bur3 1 ee3 surface area at 11 each total 5 bur3 1 ee3 3 iku surface area at 1 less 1 each total 5 bur3 2 ee3 2 12 iku surface area at 1 less 1 each";"1.121694"
"244";"x szu-ku6 ugula lugal-ku3-ga-ni n il2 ur-sze3";"fisherman overseer Lugalkugani  n porters";"and the unamugiwoods took in charge 1 acworker field Inimara was enforcer";"1.693249"
"245";"7(gesz2) 2(u) 2(disz) 1/2(disz) sar al 5(disz) sar-ta";"442 12 sar hoed at 5 sar per day";"7 silo manager 28 scribe of plow oxen manager from oxen managers at 2 gur each";"2.445594"
"246";"1/3(disz) ma-na 1(disz) gin2 ku3-babbar a-ra2 1(disz)-kam";"13 mana 1 shekel silver  the first time";"13 mana 1 shekel silver the first time 23 mana 8 12 shekels silver";"51.424016"
"247";"ARAD2-mu maszkim u4 2(u) 9(disz)-kam ki du11-ga-ta ba-zi";"ARADmu responsible official  the 29th day booked out from Dugas account";"ARADmu was enforcer 1 sheep grainfed the king with knife killed";"4.456883"
"248";"lu2-du10-ga 5(disz) kasz 5(disz) sila3 ninda 5(disz) gin2 szum2 3(disz) gin2 i3 2(disz) gin2 naga";"for Luduga  5 sila3 beer 5 sila3 bread 5 shekels onions 3 shekels oil 2 shekels alkaliplant";"for Luduga 5 sila3 beer 5 sila3 bread 5 shekels onions 3 shekels oil 2 shekels alkaliplant";"100.000000"
"249";"ga2-nun mar-sa du3-a ugula a-da-lal3 mu hu-uh2-nu-ri{ki} ba-hul";"storage facility of marsa erected  foreman Adalal  year unuri was destroyed";"warehouse storage for szu@@ agina offerings prison";"3.708659"
